wavelength_nm,reflectance,transmittance,energy_residual,fresnel_reflectance
300.0,0.03668000415850033,0.9634217980043297,-0.00010180216283006693,0.042579994960947345
301.255230125523,0.03672818967836399,0.9633322062026429,-6.0395881006924945e-05,0.042579994960947345
302.52100840336135,0.03677775261305231,0.9632585337936952,-3.628640674746553e-05,0.042579994960947345
303.7974683544304,0.036827316291805634,0.9631961844739652,-2.3500765770734233e-05,0.042579994960947345
305.08474576271186,0.036874916888224245,0.9631419468551595,-1.686374338372154e-05,0.042579994960947345
306.3829787234043,0.03692214119980915,0.9630911193164473,-1.3260516256496935e-05,0.042579994960947345
307.6923076923077,0.03697229898850943,0.9630380633339244,-1.0362322433787874e-05,0.042579994960947345
309.0128755364807,0.03702541225077671,0.9629806327835492,-6.0450343258855455e-06,0.042579994960947345
310.34482758620686,0.03707816861757392,0.962921267100044,5.642823820428688e-07,0.042579994960947345
311.68831168831167,0.03712882424601717,0.9628624199588872,8.755795095627406e-06,0.042579994960947345
313.04347826086956,0.03717925286324889,0.9628034754701705,1.7271666580609413e-05,0.042579994960947345
314.410480349345,0.037231145824741414,0.9627437198729533,2.5134302305329648e-05,0.042579994960947345
315.7894736842105,0.03728275985041656,0.962685598365686,3.164178389747363e-05,0.042579994960947345
317.1806167400881,0.03733156096480877,0.9626322557382534,3.6183296937886134e-05,0.042579994960947345
318.5840707964602,0.03737825785072443,0.9625834134527335,3.8328696542078156e-05,0.042579994960947345
320.0,0.03742544038970223,0.9625365218366896,3.80377736082238e-05,0.042579994960947345
321.42857142857144,0.0374731687335086,0.9624911354594067,3.569580708473463e-05,0.042579994960947345
322.86995515695065,0.03751889613882592,0.9624491445553146,3.1959305859419196e-05,0.042579994960947345
324.3243243243243,0.037561874511648725,0.9624106446916851,2.7480796666146112e-05,0.042579994960947345
325.7918552036199,0.037604887724728926,0.9623725060847691,2.2606190501983647e-05,0.042579994960947345
327.27272727272725,0.03765043966667184,0.9623321277134816,1.743261984654687e-05,0.042579994960947345
328.76712328767127,0.03769734087665796,0.9622904198210152,1.2239302326855217e-05,0.042579994960947345
330.2752293577982,0.03774296720930039,0.9622495374925821,7.495298117499161e-06,0.042579994960947345
331.7972350230415,0.03778742373254667,0.9622093242317438,3.2520357096110786e-06,0.042579994960947345
333.3333333333333,0.037833014410327916,0.9621680142375083,-1.028647836243124e-06,0.042579994960947345
334.8837209302325,0.037880201079826606,0.9621255137007944,-5.714780620946769e-06,0.042579994960947345
336.4485981308411,0.03792668253105156,0.9620836986509885,-1.038118204010896e-05,0.042579994960947345
338.0281690140845,0.03797075315788717,0.962043895372012,-1.464852989918608e-05,0.042579994960947345
339.62264150943395,0.03801450651797973,0.9620038330059899,-1.8339523969679306e-05,0.042579994960947345
341.23222748815164,0.03805978354837772,0.9619540353099568,-1.3818858334513351e-05,0.042579994960947345
342.8571428571429,0.0381053767205296,0.9619101114259794,-1.548814650897956e-05,0.042579994960947345
344.4976076555024,0.03814874128821108,0.9618669733459864,-1.571463419747232e-05,0.042579994960947345
346.15384615384613,0.03818999316550071,0.9618231246959863,-1.3117861487055293e-05,0.042579994960947345
347.82608695652175,0.03823184936024744,0.961777178750466,-9.028110713460435e-06,0.042579994960947345
349.5145631067961,0.038275602332093255,0.961733953797555,-9.55612964825825e-06,0.042579994960947345
351.2195121951219,0.03831943029928263,0.9616810050796898,-4.3537897242984513e-07,0.042579994960947345
352.94117647058823,0.038361512428194446,0.9616395482318258,-1.060660020257842e-06,0.042579994960947345
354.679802955665,0.0384028568684154,0.9615953745443335,1.7685872510941891e-06,0.042579994960947345
356.43564356435644,0.038445431765902316,0.9615469474933089,7.620740788749636e-06,0.042579994960947345
358.20895522388054,0.03848880478422339,0.9615053853450897,5.809870686990237e-06,0.042579994960947345
360.0,0.038530809580213626,0.9614640637940783,5.126625708062882e-06,0.042579994960947345
361.80904522613065,0.038571135854322626,0.9614213854724335,7.478673243910272e-06,0.042579994960947345
363.6363636363636,0.038611949135192856,0.9613827209161343,5.329948672860851e-06,0.042579994960947345
365.48223350253807,0.038654439568944564,0.9613442008665158,1.3595645396158318e-06,0.042579994960947345
367.3469387755102,0.03869679218667929,0.9613021695995583,1.0382137624054266e-06,0.042579994960947345
369.2307692307692,0.038736864579050165,0.961261875360874,1.2600600758361225e-06,0.042579994960947345
371.1340206185567,0.038775421547013474,0.9612258802030775,-1.3017500910539326e-06,0.042579994960947345
373.05699481865287,0.038814915729123094,0.9611885010143015,-3.416743424633495e-06,0.042579994960947345
374.99999999999994,0.03885580174478332,0.9611463906190395,-2.1923638228171782e-06,0.042579994960947345
376.9633507853403,0.03889612495810961,0.9611040072661148,-1.322242243473326e-07,0.042579994960947345
378.94736842105266,0.038934807376309374,0.9610654085453911,-2.1592170051931703e-07,0.042579994960947345
380.95238095238096,0.03897327024744872,0.9610279966569218,-1.2669043705226812e-06,0.042579994960947345
382.97872340425533,0.039012918011292634,0.9609877713352079,-6.893465004376154e-07,0.042579994960947345
385.0267379679144,0.03905270472270034,0.9609460388577665,1.256419533191e-06,0.042579994960947345
387.09677419354836,0.03909077258331884,0.9609070457198051,2.181696876046857e-06,0.042579994960947345
389.18918918918916,0.03912753165455077,0.9608713168028216,1.151542627697566e-06,0.042579994960947345
391.304347826087,0.039165186280109475,0.9608351479490472,-3.342291566843514e-07,0.042579994960947345
393.4426229508196,0.03920434887053518,0.9607962836156205,-6.324861556716854e-07,0.042579994960947345
395.6043956043956,0.03924304026016101,0.9607568773601451,8.237969384428112e-08,0.042579994960947345
397.7900552486188,0.03927966435201263,0.9607198827497806,4.528982068263687e-07,0.042579994960947345
400.0,0.03931535147804946,0.9606848362641754,-1.8774222487749626e-07,0.042579994960947345
402.23463687150837,0.03935212739172776,0.960648997867543,-1.1252592707622355e-06,0.042579994960947345
404.4943820224719,0.03938987585499793,0.9606114060915517,-1.2819465496916038e-06,0.042579994960947345
406.77966101694915,0.03942677487362769,0.9605737205801891,-4.954538167512013e-07,0.042579994960947345
409.09090909090907,0.03946231146822322,0.9605373317954587,3.5673631804122863e-07,0.042579994960947345
411.42857142857144,0.039498012245686935,0.9605016311205435,3.5663376951600156e-07,0.042579994960947345
413.7931034482758,0.039534809997547375,0.9604656985801204,-5.085776677571374e-07,0.042579994960947345
416.1849710982659,0.03957136817323549,0.9604300425568598,-1.4107300952970192e-06,0.042579994960947345
418.60465116279073,0.03960612246075011,0.9603954467766658,-1.569237415899316e-06,0.042579994960947345
421.05263157894734,0.03963982654988252,0.9603611327830862,-9.593329687307417e-07,0.042579994960947345
423.52941176470586,0.03967453268218912,0.9603256627149073,-1.9539709639193603e-07,0.042579994960947345
426.03550295857985,0.03971052041906647,0.9602893451393972,1.344415363480067e-07,0.042579994960947345
