case_id,existing_ar_refractive_index,existing_ar_thickness_nm,active_refractive_index,active_extinction_coefficient,active_thickness_nm,primer_refractive_index,primer_thickness_nm,proxy_id,proxy_label,proxy_group,baseline_normalized_response_integral,retrofit_normalized_response_integral,relative_photocurrent_proxy_gain_percent,passes_positive_gain_gate,passes_provisional_margin_gate,is_nominal_optical_case,maximum_tmm_physical_violation
3258,1.25,120.0,1.12,0.0,110.0,1.25,75.0,mission_300_mono,Mission Solar MSE300SQ5T,Mission_300_mono,561.501324789437,558.8219230897041,-0.47718528549112443,False,False,False,0.0
3259,1.25,120.0,1.12,0.0,116.736,1.15,30.0,itek_360_mono,Itek Energy IT-360-SE72,Itek_360_mono,566.4732742676987,567.4848664531725,0.17857721298175924,True,True,False,0.0
3259,1.25,120.0,1.12,0.0,116.736,1.15,30.0,qcells_300_mono,QCells Q.PEAK-G4.1 300,Qcells_300_mono,562.8412350373419,563.8627606628338,0.1814944538354818,True,True,False,0.0
3259,1.25,120.0,1.12,0.0,116.736,1.15,30.0,mission_300_mono,Mission Solar MSE300SQ5T,Mission_300_mono,561.501324789437,562.5339419425161,0.1839028881127378,True,True,False,0.0
3260,1.25,120.0,1.12,0.0,116.736,1.15,50.0,itek_360_mono,Itek Energy IT-360-SE72,Itek_360_mono,566.4732742676987,566.9329673168749,0.081149997724152,True,False,False,0.0
3260,1.25,120.0,1.12,0.0,116.736,1.15,50.0,qcells_300_mono,QCells Q.PEAK-G4.1 300,Qcells_300_mono,562.8412350373419,563.3087451620002,0.08306252199649694,True,False,False,0.0
3260,1.25,120.0,1.12,0.0,116.736,1.15,50.0,mission_300_mono,Mission Solar MSE300SQ5T,Mission_300_mono,561.501324789437,561.9847376625572,0.08609291764386612,True,False,False,0.0
3261,1.25,120.0,1.12,0.0,116.736,1.15,75.0,itek_360_mono,Itek Energy IT-360-SE72,Itek_360_mono,566.4732742676987,566.1853806217473,-0.050822105654244,False,False,False,0.0
3261,1.25,120.0,1.12,0.0,116.736,1.15,75.0,qcells_300_mono,QCells Q.PEAK-G4.1 300,Qcells_300_mono,562.8412350373419,562.5633026262751,-0.04938025037350831,False,False,False,0.0
3261,1.25,120.0,1.12,0.0,116.736,1.15,75.0,mission_300_mono,Mission Solar MSE300SQ5T,Mission_300_mono,561.501324789437,561.2523471063748,-0.04434142397715167,False,False,False,0.0
3262,1.25,120.0,1.12,0.0,116.736,1.2,30.0,itek_360_mono,Itek Energy IT-360-SE72,Itek_360_mono,566.4732742676987,567.2339229999844,0.13427795570215806,True,True,False,0.0
3262,1.25,120.0,1.12,0.0,116.736,1.2,30.0,qcells_300_mono,QCells Q.PEAK-G4.1 300,Qcells_300_mono,562.8412350373419,563.6147687184018,0.13743372605040144,True,True,False,0.0
3262,1.25,120.0,1.12,0.0,116.736,1.2,30.0,mission_300_mono,Mission Solar MSE300SQ5T,Mission_300_mono,561.501324789437,562.28765680472,0.14004099021098693,True,True,False,0.0
3263,1.25,120.0,1.12,0.0,116.736,1.2,50.0,itek_360_mono,Itek Energy IT-360-SE72,Itek_360_mono,566.4732742676987,566.4967847651869,0.00415032774823119,True,False,False,0.0
3263,1.25,120.0,1.12,0.0,116.736,1.2,50.0,qcells_300_mono,QCells Q.PEAK-G4.1 300,Qcells_300_mono,562.8412350373419,562.8788931887851,0.006690723617775829,True,False,False,0.0
3263,1.25,120.0,1.12,0.0,116.736,1.2,50.0,mission_300_mono,Mission Solar MSE300SQ5T,Mission_300_mono,561.501324789437,561.559937357298,0.010438544892658707,True,False,False,0.0
3264,1.25,120.0,1.12,0.0,116.736,1.2,75.0,itek_360_mono,Itek Energy IT-360-SE72,Itek_360_mono,566.4732742676987,565.5789970760718,-0.1578674991830726,False,False,False,0.0
3264,1.25,120.0,1.12,0.0,116.736,1.2,75.0,qcells_300_mono,QCells Q.PEAK-G4.1 300,Qcells_300_mono,562.8412350373419,561.9669391541235,-0.15533614610884824,False,False,False,0.0
3264,1.25,120.0,1.12,0.0,116.736,1.2,75.0,mission_300_mono,Mission Solar MSE300SQ5T,Mission_300_mono,561.501324789437,560.6646468849107,-0.14900728949127992,False,False,False,0.0
3265,1.25,120.0,1.12,0.0,116.736,1.25,30.0,itek_360_mono,Itek Energy IT-360-SE72,Itek_360_mono,566.4732742676987,566.7293268674604,0.04520117918937953,True,False,False,0.0
3265,1.25,120.0,1.12,0.0,116.736,1.25,30.0,qcells_300_mono,QCells Q.PEAK-G4.1 300,Qcells_300_mono,562.8412350373419,563.1145907517669,0.04856710869927925,True,False,False,0.0
3265,1.25,120.0,1.12,0.0,116.736,1.25,30.0,mission_300_mono,Mission Solar MSE300SQ5T,Mission_300_mono,561.501324789437,561.7892244981074,0.05127320203176982,True,False,False,0.0
3266,1.25,120.0,1.12,0.0,116.736,1.25,50.0,itek_360_mono,Itek Energy IT-360-SE72,Itek_360_mono,566.4732742676987,565.446185037664,-0.18131291919507284,False,False,False,0.0
3266,1.25,120.0,1.12,0.0,116.736,1.25,50.0,qcells_300_mono,QCells Q.PEAK-G4.1 300,Qcells_300_mono,562.8412350373419,561.8383224462908,-0.1781874760800969,False,False,False,0.0
3266,1.25,120.0,1.12,0.0,116.736,1.25,50.0,mission_300_mono,Mission Solar MSE300SQ5T,Mission_300_mono,561.501324789437,560.524814895092,-0.17391052366816354,False,False,False,0.0
3267,1.25,120.0,1.12,0.0,116.736,1.25,75.0,itek_360_mono,Itek Energy IT-360-SE72,Itek_360_mono,566.4732742676987,563.8741266980035,-0.4588296902541846,False,False,False,0.0
3267,1.25,120.0,1.12,0.0,116.736,1.25,75.0,qcells_300_mono,QCells Q.PEAK-G4.1 300,Qcells_300_mono,562.8412350373419,560.2789999888823,-0.4552322909122992,False,False,False,0.0
3267,1.25,120.0,1.12,0.0,116.736,1.25,75.0,mission_300_mono,Mission Solar MSE300SQ5T,Mission_300_mono,561.501324789437,558.9868276771599,-0.4478167728669319,False,False,False,0.0
3268,1.25,120.0,1.12,0.0,125.0,1.15,30.0,itek_360_mono,Itek Energy IT-360-SE72,Itek_360_mono,566.4732742676987,567.3150225932101,0.1485945345964554,True,True,False,0.0
3268,1.25,120.0,1.12,0.0,125.0,1.15,30.0,qcells_300_mono,QCells Q.PEAK-G4.1 300,Qcells_300_mono,562.8412350373419,563.6905216081905,0.1508927416791373,True,True,False,0.0
3268,1.25,120.0,1.12,0.0,125.0,1.15,30.0,mission_300_mono,Mission Solar MSE300SQ5T,Mission_300_mono,561.501324789437,562.3617075053453,0.15322897345449754,True,True,False,0.0
3269,1.25,120.0,1.12,0.0,125.0,1.15,50.0,itek_360_mono,Itek Energy IT-360-SE72,Itek_360_mono,566.4732742676987,566.733690169277,0.045971436501565224,True,False,False,0.0
3269,1.25,120.0,1.12,0.0,125.0,1.15,50.0,qcells_300_mono,QCells Q.PEAK-G4.1 300,Qcells_300_mono,562.8412350373419,563.1081364156507,0.04742036682708982,True,False,False,0.0
3269,1.25,120.0,1.12,0.0,125.0,1.15,50.0,mission_300_mono,Mission Solar MSE300SQ5T,Mission_300_mono,561.501324789437,561.7862421039147,0.05074205561037325,True,False,False,0.0
3270,1.25,120.0,1.12,0.0,125.0,1.15,75.0,itek_360_mono,Itek Energy IT-360-SE72,Itek_360_mono,566.4732742676987,566.0065204869916,-0.08239643455562819,False,False,False,0.0
3270,1.25,120.0,1.12,0.0,125.0,1.15,75.0,qcells_300_mono,QCells Q.PEAK-G4.1 300,Qcells_300_mono,562.8412350373419,562.3848750337675,-0.08108148002769704,False,False,False,0.0
3270,1.25,120.0,1.12,0.0,125.0,1.15,75.0,mission_300_mono,Mission Solar MSE300SQ5T,Mission_300_mono,561.501324789437,561.0772759069647,-0.07552054888407478,False,False,False,0.0
3271,1.25,120.0,1.12,0.0,125.0,1.2,30.0,itek_360_mono,Itek Energy IT-360-SE72,Itek_360_mono,566.4732742676987,567.1657194523056,0.1222379264938876,True,True,False,0.0
3271,1.25,120.0,1.12,0.0,125.0,1.2,30.0,qcells_300_mono,QCells Q.PEAK-G4.1 300,Qcells_300_mono,562.8412350373419,563.5429283187824,0.12466984253453713,True,True,False,0.0
3271,1.25,120.0,1.12,0.0,125.0,1.2,30.0,mission_300_mono,Mission Solar MSE300SQ5T,Mission_300_mono,561.501324789437,562.2149845178775,0.12709849415014005,True,True,False,0.0
3272,1.25,120.0,1.12,0.0,125.0,1.2,50.0,itek_360_mono,Itek Energy IT-360-SE72,Itek_360_mono,566.4732742676987,566.4436904574125,-0.005222454726477671,False,False,False,0.0
3272,1.25,120.0,1.12,0.0,125.0,1.2,50.0,qcells_300_mono,QCells Q.PEAK-G4.1 300,Qcells_300_mono,562.8412350373419,562.8226081295566,-0.0033094426324522747,False,False,False,0.0
3272,1.25,120.0,1.12,0.0,125.0,1.2,50.0,mission_300_mono,Mission Solar MSE300SQ5T,Mission_300_mono,561.501324789437,561.5042929765455,0.0005286162253553437,True,False,False,0.0
3273,1.25,120.0,1.12,0.0,125.0,1.2,75.0,itek_360_mono,Itek Energy IT-360-SE72,Itek_360_mono,566.4732742676987,565.5706690973341,-0.1593376442218639,False,False,False,0.0
3273,1.25,120.0,1.12,0.0,125.0,1.2,75.0,qcells_300_mono,QCells Q.PEAK-G4.1 300,Qcells_300_mono,562.8412350373419,561.9569000368124,-0.15711979604174636,False,False,False,0.0
3273,1.25,120.0,1.12,0.0,125.0,1.2,75.0,mission_300_mono,Mission Solar MSE300SQ5T,Mission_300_mono,561.501324789437,560.6558401001546,-0.1505757247499817,False,False,False,0.0
3274,1.25,120.0,1.12,0.0,125.0,1.25,30.0,itek_360_mono,Itek Energy IT-360-SE72,Itek_360_mono,566.4732742676987,566.7651249975158,0.051520652972453576,True,False,False,0.0
3274,1.25,120.0,1.12,0.0,125.0,1.25,30.0,qcells_300_mono,QCells Q.PEAK-G4.1 300,Qcells_300_mono,562.8412350373419,563.1454691885192,0.054053280434777126,True,False,False,0.0
3274,1.25,120.0,1.12,0.0,125.0,1.25,30.0,mission_300_mono,Mission Solar MSE300SQ5T,Mission_300_mono,561.501324789437,561.8183850679943,0.05646652368561656,True,False,False,0.0
3275,1.25,120.0,1.12,0.0,125.0,1.25,50.0,itek_360_mono,Itek Energy IT-360-SE72,Itek_360_mono,566.4732742676987,565.5389155075352,-0.16494313193704885,False,False,False,0.0
3275,1.25,120.0,1.12,0.0,125.0,1.25,50.0,qcells_300_mono,QCells Q.PEAK-G4.1 300,Qcells_300_mono,562.8412350373419,561.9259933057645,-0.1626109948246295,False,False,False,0.0
3275,1.25,120.0,1.12,0.0,125.0,1.25,50.0,mission_300_mono,Mission Solar MSE300SQ5T,Mission_300_mono,561.501324789437,560.61159038531,-0.15845633213076782,False,False,False,0.0
3276,1.25,120.0,1.12,0.0,125.0,1.25,75.0,itek_360_mono,Itek Energy IT-360-SE72,Itek_360_mono,566.4732742676987,564.029241605866,-0.43144712607884045,False,False,False,0.0
3276,1.25,120.0,1.12,0.0,125.0,1.25,75.0,qcells_300_mono,QCells Q.PEAK-G4.1 300,Qcells_300_mono,562.8412350373419,560.4303786804744,-0.4283368393766581,False,False,False,0.0
3276,1.25,120.0,1.12,0.0,125.0,1.25,75.0,mission_300_mono,Mission Solar MSE300SQ5T,Mission_300_mono,561.501324789437,559.1373304185934,-0.42101314217382624,False,False,False,0.0
3277,1.25,120.0,1.12,0.0,135.0,1.15,30.0,itek_360_mono,Itek Energy IT-360-SE72,Itek_360_mono,566.4732742676987,567.0631851895113,0.10413746748691519,True,True,False,0.0
3277,1.25,120.0,1.12,0.0,135.0,1.15,30.0,qcells_300_mono,QCells Q.PEAK-G4.1 300,Qcells_300_mono,562.8412350373419,563.4364864686592,0.10575831944469372,True,True,False,0.0
3277,1.25,120.0,1.12,0.0,135.0,1.15,30.0,mission_300_mono,Mission Solar MSE300SQ5T,Mission_300_mono,561.501324789437,562.1089731458615,0.10821850806002782,True,True,False,0.0
3278,1.25,120.0,1.12,0.0,135.0,1.15,50.0,itek_360_mono,Itek Energy IT-360-SE72,Itek_360_mono,566.4732742676987,566.4682211519373,-0.0008920307437103394,False,False,False,0.0
3278,1.25,120.0,1.12,0.0,135.0,1.15,50.0,qcells_300_mono,QCells Q.PEAK-G4.1 300,Qcells_300_mono,562.8412350373419,562.8420989194503,0.00015348593078400347,True,False,False,0.0
3278,1.25,120.0,1.12,0.0,135.0,1.15,50.0,mission_300_mono,Mission Solar MSE300SQ5T,Mission_300_mono,561.501324789437,561.5238034965503,0.004003322186580123,True,False,False,0.0
3279,1.25,120.0,1.12,0.0,135.0,1.15,75.0,itek_360_mono,Itek Energy IT-360-SE72,Itek_360_mono,566.4732742676987,565.7903525933566,-0.12055673327659129,False,False,False,0.0
3279,1.25,120.0,1.12,0.0,135.0,1.15,75.0,qcells_300_mono,QCells Q.PEAK-G4.1 300,Qcells_300_mono,562.8412350373419,562.1699994707412,-0.1192584204595703,False,False,False,0.0
3279,1.25,120.0,1.12,0.0,135.0,1.15,75.0,mission_300_mono,Mission Solar MSE300SQ5T,Mission_300_mono,561.501324789437,560.8662024784437,-0.11311145369630164,False,False,False,0.0
3280,1.25,120.0,1.12,0.0,135.0,1.2,30.0,itek_360_mono,Itek Energy IT-360-SE72,Itek_360_mono,566.4732742676987,567.0241761336001,0.09725116628204726,True,False,False,0.0
3280,1.25,120.0,1.12,0.0,135.0,1.2,30.0,qcells_300_mono,QCells Q.PEAK-G4.1 300,Qcells_300_mono,562.8412350373419,563.3977061256941,0.09886821606367364,True,False,False,0.0
3280,1.25,120.0,1.12,0.0,135.0,1.2,30.0,mission_300_mono,Mission Solar MSE300SQ5T,Mission_300_mono,561.501324789437,562.0699173632659,0.10126290869252098,True,True,False,0.0
3281,1.25,120.0,1.12,0.0,135.0,1.2,50.0,itek_360_mono,Itek Energy IT-360-SE72,Itek_360_mono,566.4732742676987,566.3299200038886,-0.02530644786295414,False,False,False,0.0
3281,1.25,120.0,1.12,0.0,135.0,1.2,50.0,qcells_300_mono,QCells Q.PEAK-G4.1 300,Qcells_300_mono,562.8412350373419,562.7061972893787,-0.023992156145820624,False,False,False,0.0
3281,1.25,120.0,1.12,0.0,135.0,1.2,50.0,mission_300_mono,Mission Solar MSE300SQ5T,Mission_300_mono,561.501324789437,561.3896123197704,-0.019895317203123576,False,False,False,0.0
3282,1.25,120.0,1.12,0.0,135.0,1.2,75.0,itek_360_mono,Itek Energy IT-360-SE72,Itek_360_mono,566.4732742676987,565.5222131372559,-0.16789161530563887,False,False,False,0.0
3282,1.25,120.0,1.12,0.0,135.0,1.2,75.0,qcells_300_mono,QCells Q.PEAK-G4.1 300,Qcells_300_mono,562.8412350373419,561.9075578856783,-0.16588641583831867,False,False,False,0.0
3282,1.25,120.0,1.12,0.0,135.0,1.2,75.0,mission_300_mono,Mission Solar MSE300SQ5T,Mission_300_mono,561.501324789437,560.6078132971923,-0.15912900874808275,False,False,False,0.0
3283,1.25,120.0,1.12,0.0,135.0,1.25,30.0,itek_360_mono,Itek Energy IT-360-SE72,Itek_360_mono,566.4732742676987,566.7359110653392,0.04636349313744051,True,False,False,0.0
3283,1.25,120.0,1.12,0.0,135.0,1.25,30.0,qcells_300_mono,QCells Q.PEAK-G4.1 300,Qcells_300_mono,562.8412350373419,563.1110591503556,0.04793964909052333,True,False,False,0.0
3283,1.25,120.0,1.12,0.0,135.0,1.25,30.0,mission_300_mono,Mission Solar MSE300SQ5T,Mission_300_mono,561.501324789437,561.782933272413,0.05015277267271189,True,False,False,0.0
3284,1.25,120.0,1.12,0.0,135.0,1.25,50.0,itek_360_mono,Itek Energy IT-360-SE72,Itek_360_mono,566.4732742676987,565.5753818266718,-0.15850570217767762,False,False,False,0.0
3284,1.25,120.0,1.12,0.0,135.0,1.25,50.0,qcells_300_mono,QCells Q.PEAK-G4.1 300,Qcells_300_mono,562.8412350373419,561.9577691231829,-0.15696538546974664,False,False,False,0.0
3284,1.25,120.0,1.12,0.0,135.0,1.25,50.0,mission_300_mono,Mission Solar MSE300SQ5T,Mission_300_mono,561.501324789437,560.6431847982509,-0.15282955770548498,False,False,False,0.0
3285,1.25,120.0,1.12,0.0,135.0,1.25,75.0,itek_360_mono,Itek Energy IT-360-SE72,Itek_360_mono,566.4732742676987,564.1399098246682,-0.41191077302754425,False,False,False,0.0
3285,1.25,120.0,1.12,0.0,135.0,1.25,75.0,qcells_300_mono,QCells Q.PEAK-G4.1 300,Qcells_300_mono,562.8412350373419,560.5381687238342,-0.40918578279980833,False,False,False,0.0
3285,1.25,120.0,1.12,0.0,135.0,1.25,75.0,mission_300_mono,Mission Solar MSE300SQ5T,Mission_300_mono,561.501324789437,559.2440300419532,-0.402010582669646,False,False,False,0.0
3286,1.25,120.0,1.12,1e-05,100.0,1.15,30.0,itek_360_mono,Itek Energy IT-360-SE72,Itek_360_mono,566.4732742676987,567.689437933703,0.21469038721666855,True,True,False,0.0
3286,1.25,120.0,1.12,1e-05,100.0,1.15,30.0,qcells_300_mono,QCells Q.PEAK-G4.1 300,Qcells_300_mono,562.8412350373419,564.0728530721619,0.21882157136875702,True,True,False,0.0
3286,1.25,120.0,1.12,1e-05,100.0,1.15,30.0,mission_300_mono,Mission Solar MSE300SQ5T,Mission_300_mono,561.501324789437,562.7462285261421,0.22170984853364217,True,True,False,0.0
3287,1.25,120.0,1.12,1e-05,100.0,1.15,50.0,itek_360_mono,Itek Energy IT-360-SE72,Itek_360_mono,566.4732742676987,567.2408071970817,0.1354932287626907,True,True,False,0.0
3287,1.25,120.0,1.12,1e-05,100.0,1.15,50.0,qcells_300_mono,QCells Q.PEAK-G4.1 300,Qcells_300_mono,562.8412350373419,563.6212831404617,0.138591143391988,True,True,False,0.0
3287,1.25,120.0,1.12,1e-05,100.0,1.15,50.0,mission_300_mono,Mission Solar MSE300SQ5T,Mission_300_mono,561.501324789437,562.2957549724467,0.141483225049844,True,True,False,0.0
3288,1.25,120.0,1.12,1e-05,100.0,1.15,75.0,itek_360_mono,Itek Energy IT-360-SE72,Itek_360_mono,566.4732742676987,566.5143603966244,0.007252968638074993,True,False,False,0.0
3288,1.25,120.0,1.12,1e-05,100.0,1.15,75.0,qcells_300_mono,QCells Q.PEAK-G4.1 300,Qcells_300_mono,562.8412350373419,562.8935797827432,0.009300090708149576,True,False,False,0.0
3288,1.25,120.0,1.12,1e-05,100.0,1.15,75.0,mission_300_mono,Mission Solar MSE300SQ5T,Mission_300_mono,561.501324789437,561.5765779690512,0.0134021375002759,True,False,False,0.0
3289,1.25,120.0,1.12,1e-05,100.0,1.2,30.0,itek_360_mono,Itek Energy IT-360-SE72,Itek_360_mono,566.4732742676987,567.2187725492413,0.13160343398483237,True,True,False,0.0
3289,1.25,120.0,1.12,1e-05,100.0,1.2,30.0,qcells_300_mono,QCells Q.PEAK-G4.1 300,Qcells_300_mono,562.8412350373419,563.6074327546239,0.13613034539503452,True,True,False,0.0
3289,1.25,120.0,1.12,1e-05,100.0,1.2,30.0,mission_300_mono,Mission Solar MSE300SQ5T,Mission_300_mono,561.501324789437,562.283667307056,0.1393304847343618,True,True,False,0.0
3290,1.25,120.0,1.12,1e-05,100.0,1.2,50.0,itek_360_mono,Itek Energy IT-360-SE72,Itek_360_mono,566.4732742676987,566.4684276137143,-0.0008555838738620913,False,False,False,0.0
3290,1.25,120.0,1.12,1e-05,100.0,1.2,50.0,qcells_300_mono,QCells Q.PEAK-G4.1 300,Qcells_300_mono,562.8412350373419,562.8590077972544,0.00315768618327205,True,False,False,0.0
3290,1.25,120.0,1.12,1e-05,100.0,1.2,50.0,mission_300_mono,Mission Solar MSE300SQ5T,Mission_300_mono,561.501324789437,561.5409173900069,0.007051203411630614,True,False,False,0.0
3291,1.25,120.0,1.12,1e-05,100.0,1.2,75.0,itek_360_mono,Itek Energy IT-360-SE72,Itek_360_mono,566.4732742676987,565.487942635589,-0.17394141557401463,False,False,False,0.0
3291,1.25,120.0,1.12,1e-05,100.0,1.2,75.0,qcells_300_mono,QCells Q.PEAK-G4.1 300,Qcells_300_mono,562.8412350373419,561.8820176075832,-0.17042415694633387,False,False,False,0.0
3291,1.25,120.0,1.12,1e-05,100.0,1.2,75.0,mission_300_mono,Mission Solar MSE300SQ5T,Mission_300_mono,561.501324789437,560.5775899642982,-0.16451160208485865,False,False,False,0.0
3292,1.25,120.0,1.12,1e-05,100.0,1.25,30.0,itek_360_mono,Itek Energy IT-360-SE72,Itek_360_mono,566.4732742676987,566.4877929732206,0.0025629992060447263,True,False,False,0.0
3292,1.25,120.0,1.12,1e-05,100.0,1.25,30.0,qcells_300_mono,QCells Q.PEAK-G4.1 300,Qcells_300_mono,562.8412350373419,562.8832672868791,0.007467869608811816,True,False,False,0.0
3292,1.25,120.0,1.12,1e-05,100.0,1.25,30.0,mission_300_mono,Mission Solar MSE300SQ5T,Mission_300_mono,561.501324789437,561.5625032121507,0.010895508169382498,True,False,False,0.0
3293,1.25,120.0,1.12,1e-05,100.0,1.25,50.0,itek_360_mono,Itek Energy IT-360-SE72,Itek_360_mono,566.4732742676987,565.0790021678858,-0.24613201772233048,False,False,False,0.0
3293,1.25,120.0,1.12,1e-05,100.0,1.25,50.0,qcells_300_mono,QCells Q.PEAK-G4.1 300,Qcells_300_mono,562.8412350373419,561.4834724916104,-0.24123366612280886,False,False,False,0.0
3293,1.25,120.0,1.12,1e-05,100.0,1.25,50.0,mission_300_mono,Mission Solar MSE300SQ5T,Mission_300_mono,561.501324789437,560.1734016138387,-0.23649510997971884,False,False,False,0.0
3294,1.25,120.0,1.12,1e-05,100.0,1.25,75.0,itek_360_mono,Itek Energy IT-360-SE72,Itek_360_mono,566.4732742676987,563.3750205312474,-0.5469373185269001,False,False,False,0.0
3294,1.25,120.0,1.12,1e-05,100.0,1.25,75.0,qcells_300_mono,QCells Q.PEAK-G4.1 300,Qcells_300_mono,562.8412350373419,559.790741752134,-0.5419811299016788,False,False,False,0.0
3294,1.25,120.0,1.12,1e-05,100.0,1.25,75.0,mission_300_mono,Mission Solar MSE300SQ5T,Mission_300_mono,561.501324789437,558.5004675411283,-0.5344345802628485,False,False,False,0.0
3295,1.25,120.0,1.12,1e-05,110.0,1.15,30.0,itek_360_mono,Itek Energy IT-360-SE72,Itek_360_mono,566.4732742676987,567.5813615435695,0.19561157184393382,True,True,False,0.0
3295,1.25,120.0,1.12,1e-05,110.0,1.15,30.0,qcells_300_mono,QCells Q.PEAK-G4.1 300,Qcells_300_mono,562.8412350373419,563.9615013254952,0.19903770697947606,True,True,False,0.0
3295,1.25,120.0,1.12,1e-05,110.0,1.15,30.0,mission_300_mono,Mission Solar MSE300SQ5T,Mission_300_mono,561.501324789437,562.6332969936232,0.20159742358766766,True,True,False,0.0
3296,1.25,120.0,1.12,1e-05,110.0,1.15,50.0,itek_360_mono,Itek Energy IT-360-SE72,Itek_360_mono,566.4732742676987,567.064711379932,0.10440688715594793,True,True,False,0.0
3296,1.25,120.0,1.12,1e-05,110.0,1.15,50.0,qcells_300_mono,QCells Q.PEAK-G4.1 300,Qcells_300_mono,562.8412350373419,563.4421582052496,0.10676601686225536,True,True,False,0.0
3296,1.25,120.0,1.12,1e-05,110.0,1.15,50.0,mission_300_mono,Mission Solar MSE300SQ5T,Mission_300_mono,561.501324789437,562.1171043843343,0.1096666325993431,True,True,False,0.0
3297,1.25,120.0,1.12,1e-05,110.0,1.15,75.0,itek_360_mono,Itek Energy IT-360-SE72,Itek_360_mono,566.4732742676987,566.3154478423066,-0.027861230628412847,False,False,False,0.0
3297,1.25,120.0,1.12,1e-05,110.0,1.15,75.0,qcells_300_mono,QCells Q.PEAK-G4.1 300,Qcells_300_mono,562.8412350373419,562.6935850926232,-0.02623296509342547,False,False,False,0.0
3297,1.25,120.0,1.12,1e-05,110.0,1.15,75.0,mission_300_mono,Mission Solar MSE300SQ5T,Mission_300_mono,561.501324789437,561.3800009267547,-0.02160704834094292,False,False,False,0.0
3298,1.25,120.0,1.12,1e-05,110.0,1.2,30.0,itek_360_mono,Itek Energy IT-360-SE72,Itek_360_mono,566.4732742676987,567.2430933862113,0.1358968116382498,True,True,False,0.0
3298,1.25,120.0,1.12,1e-05,110.0,1.2,30.0,qcells_300_mono,QCells Q.PEAK-G4.1 300,Qcells_300_mono,562.8412350373419,563.6271601940218,0.13963531947473262,True,True,False,0.0
3298,1.25,120.0,1.12,1e-05,110.0,1.2,30.0,mission_300_mono,Mission Solar MSE300SQ5T,Mission_300_mono,561.501324789437,562.3012269796507,0.14245775653576462,True,True,False,0.0
3299,1.25,120.0,1.12,1e-05,110.0,1.2,50.0,itek_360_mono,Itek Energy IT-360-SE72,Itek_360_mono,566.4732742676987,566.498310510015,0.004419668756429451,True,False,False,0.0
3299,1.25,120.0,1.12,1e-05,110.0,1.2,50.0,qcells_300_mono,QCells Q.PEAK-G4.1 300,Qcells_300_mono,562.8412350373419,562.8836317046429,0.0075326157114562545,True,False,False,0.0
3299,1.25,120.0,1.12,1e-05,110.0,1.2,50.0,mission_300_mono,Mission Solar MSE300SQ5T,Mission_300_mono,561.501324789437,561.5647096423638,0.011288460085211248,True,False,False,0.0
3300,1.25,120.0,1.12,1e-05,110.0,1.2,75.0,itek_360_mono,Itek Energy IT-360-SE72,Itek_360_mono,566.4732742676987,565.5508372474242,-0.1628385772421451,False,False,False,0.0
3300,1.25,120.0,1.12,1e-05,110.0,1.2,75.0,qcells_300_mono,QCells Q.PEAK-G4.1 300,Qcells_300_mono,562.8412350373419,561.9408929947615,-0.159963767139533,False,False,False,0.0
3300,1.25,120.0,1.12,1e-05,110.0,1.2,75.0,mission_300_mono,Mission Solar MSE300SQ5T,Mission_300_mono,561.501324789437,560.6376458889056,-0.15381600405935525,False,False,False,0.0
3301,1.25,120.0,1.12,1e-05,110.0,1.25,30.0,itek_360_mono,Itek Energy IT-360-SE72,Itek_360_mono,566.4732742676987,566.6487918357955,0.030984262818696557,True,False,False,0.0
3301,1.25,120.0,1.12,1e-05,110.0,1.25,30.0,qcells_300_mono,QCells Q.PEAK-G4.1 300,Qcells_300_mono,562.8412350373419,563.0382913794092,0.03501099951467221,True,False,False,0.0
3301,1.25,120.0,1.12,1e-05,110.0,1.25,30.0,mission_300_mono,Mission Solar MSE300SQ5T,Mission_300_mono,561.501324789437,561.7147105086137,0.03800270983451711,True,False,False,0.0
3302,1.25,120.0,1.12,1e-05,110.0,1.25,50.0,itek_360_mono,Itek Energy IT-360-SE72,Itek_360_mono,566.4732742676987,565.3170461034065,-0.20410992306510864,False,False,False,0.0
3302,1.25,120.0,1.12,1e-05,110.0,1.25,50.0,qcells_300_mono,QCells Q.PEAK-G4.1 300,Qcells_300_mono,562.8412350373419,561.713965315181,-0.20028200707187502,False,False,False,0.0
3302,1.25,120.0,1.12,1e-05,110.0,1.25,50.0,mission_300_mono,Mission Solar MSE300SQ5T,Mission_300_mono,561.501324789437,560.4016390964927,-0.19584739062846532,False,False,False,0.0
3303,1.25,120.0,1.12,1e-05,110.0,1.25,75.0,itek_360_mono,Itek Energy IT-360-SE72,Itek_360_mono,566.4732742676987,563.6931300313436,-0.490781182916195,False,False,False,0.0
3303,1.25,120.0,1.12,1e-05,110.0,1.25,75.0,qcells_300_mono,QCells Q.PEAK-G4.1 300,Qcells_300_mono,562.8412350373419,560.1019469648485,-0.4866893009911905,False,False,False,0.0
3303,1.25,120.0,1.12,1e-05,110.0,1.25,75.0,mission_300_mono,Mission Solar MSE300SQ5T,Mission_300_mono,561.501324789437,558.8105186722682,-0.4792163434659469,False,False,False,0.0
3304,1.25,120.0,1.12,1e-05,116.736,1.15,30.0,itek_360_mono,Itek Energy IT-360-SE72,Itek_360_mono,566.4732742676987,567.4721554745397,0.1763333333125576,True,True,False,0.0
