study,trial_number,state,refractive_index,thickness_nm,transmitted_power_w_m2,relative_gain_vs_no_retrofit_percent
practical_polymer,120,COMPLETE,1.3000620109611114,21.129437500641252,827.6813399353771,0.028535350259240033
practical_polymer,121,COMPLETE,1.3180109676214662,20.302048713073514,827.4993405377714,0.006540009421263093
practical_polymer,122,COMPLETE,1.3185987409358195,20.020009355704893,827.5202317170114,0.009064790348745078
practical_polymer,123,COMPLETE,1.3140158663186239,57.385897178036814,820.2672455901493,-0.8674870227468712
practical_polymer,124,COMPLETE,1.3272868208392676,39.42970051281583,823.5899283596028,-0.46592778149596725
practical_polymer,125,COMPLETE,1.300407622429587,91.89624125831304,816.0278666827709,-1.3798325867207417
practical_polymer,126,COMPLETE,1.307672615710577,56.755915136017165,821.0856029190418,-0.7685853306914958
practical_polymer,127,COMPLETE,1.3159405290128583,21.0537268039565,827.4508627792031,0.0006812822122670426
practical_polymer,128,COMPLETE,1.3166122551876531,73.25253898894047,816.4090345457889,-1.3337669558787346
practical_polymer,129,COMPLETE,1.3068479612916002,43.63536122659474,823.9738413794823,-0.41953038768322015
practical_polymer,130,COMPLETE,1.313745393091327,40.5960012063165,824.1693992427412,-0.39589645310698085
practical_polymer,131,COMPLETE,1.3238990286660945,20.651786454213234,827.3693219698298,-0.009173244329951924
practical_polymer,132,COMPLETE,1.3241974262356921,64.24061420971675,817.3730551935329,-1.2172612805801175
practical_polymer,133,COMPLETE,1.3185630682174336,22.40686615742831,827.2480343882036,-0.023831324149892197
practical_polymer,134,COMPLETE,1.3096206479118733,39.69869341943525,824.6060995128771,-0.34311951311679634
practical_polymer,135,COMPLETE,1.328642752056591,85.15980942091946,812.1526248319719,-1.848170759590162
practical_polymer,136,COMPLETE,1.3004220389691543,111.3685894153215,814.2628251592995,-1.593144775731814
practical_polymer,137,COMPLETE,1.338402475893418,56.870755657770474,817.5878434619764,-1.1913032761330156
practical_polymer,138,COMPLETE,1.312810324796722,21.396187623231963,827.464321826314,0.0023078608298421344
practical_polymer,139,COMPLETE,1.3065943212936661,41.863014605210665,824.3514773135119,-0.3738916043085072
practical_polymer,140,COMPLETE,1.3170769500898278,79.28258263737615,815.1693922109746,-1.4835825927992596
practical_polymer,141,COMPLETE,1.3120066452191033,22.972918692822976,827.3032055600966,-0.017163671695086258
practical_polymer,142,COMPLETE,1.3235383640390002,57.5815728288501,819.1498027139867,-1.0025343759333616
practical_polymer,143,COMPLETE,1.3055657742199727,39.040592922695524,824.9649039044248,-0.2997565954913295
practical_polymer,144,COMPLETE,1.317402089726192,66.57079838660468,817.7329497421362,-1.173766613199867
practical_polymer,145,COMPLETE,1.3118468616999743,21.72779966744467,827.4449405368908,-3.444399285790212e-05
practical_polymer,146,COMPLETE,1.311627197427139,94.34551571600514,813.8201415589556,-1.6466448246388543
practical_polymer,147,COMPLETE,1.30706874399475,20.59170369489346,827.6287219344173,0.02217625852294347
practical_polymer,148,COMPLETE,1.3000286800647907,46.35340982922689,823.909386921943,-0.4273199616090517
practical_polymer,149,COMPLETE,1.305805167174223,63.77311198190762,819.8150968975883,-0.9221309651618825
practical_polymer,150,COMPLETE,1.312239505404321,132.51765987658226,811.2685814805197,-1.9550108650331577
practical_polymer,151,COMPLETE,1.3205366884135046,21.38004116167694,827.3381346084223,-0.01294235924472753
practical_polymer,152,COMPLETE,1.305710900830466,38.314676636758115,825.0944014803708,-0.28410630566565453
practical_polymer,153,COMPLETE,1.3000652069959666,42.133569502878274,824.7040274935262,-0.3312845326702285
practical_polymer,154,COMPLETE,1.3144727705422954,22.64734474719562,827.2952247309456,-0.01812818619157941
practical_polymer,155,COMPLETE,1.3294395635336949,56.57138530827461,818.7389674347463,-1.0521854303546685
practical_polymer,156,COMPLETE,1.3185487765147896,20.811346934025828,827.4361618565913,-0.0010953819291170674
practical_polymer,157,COMPLETE,1.3097454077328827,75.53442416520478,816.9912586166956,-1.2634028939524256
practical_polymer,158,COMPLETE,1.3171838788270123,38.71046979128747,824.3754731857464,-0.3709916090588128
practical_polymer,159,COMPLETE,1.3070912999627782,100.00381263398675,814.0046691710343,-1.6243439391684156
practical_polymer,160,COMPLETE,1.3184692481572715,55.31949436360394,820.2844675363066,-0.8654056830248336
practical_polymer,161,COMPLETE,1.3286664712071186,20.994772181291697,827.246737773422,-0.023988025130394774
practical_polymer,162,COMPLETE,1.3240626032116012,21.729962585749504,827.2325365224829,-0.025704301990869816
practical_polymer,163,COMPLETE,1.3128802841316853,40.650535747544104,824.2112978285638,-0.39083284472187785
practical_polymer,164,COMPLETE,1.498693288735151,20.16013611603894,822.8600594491252,-0.5541353012142092
practical_polymer,165,COMPLETE,1.3054003703585328,76.30428604676365,817.4977609117363,-1.2021901055519701
practical_polymer,166,COMPLETE,1.321200139943628,50.80615888952552,821.1477220476193,-0.7610779904277609
practical_polymer,167,COMPLETE,1.3350248546201589,64.16940271084792,815.9117324839829,-1.3938678600177723
practical_polymer,168,COMPLETE,1.3118327166546315,40.4315301235586,824.322397561005,-0.3774060064234974
practical_polymer,169,COMPLETE,1.3004942341036652,78.51772499825132,817.8566521492892,-1.158816692246245
practical_polymer,170,COMPLETE,1.3179314923606513,39.82187770500897,824.0823085090026,-0.4064217097705325
practical_polymer,171,COMPLETE,1.3243689579247484,25.693494046373942,826.6426510006828,-0.09699428029893431
practical_polymer,172,COMPLETE,1.3078016650417301,20.347112185355304,827.6402107361412,0.023564725259994646
practical_polymer,173,COMPLETE,1.3072007257941043,20.009966124674616,827.6773040296745,0.028047595229896416
practical_polymer,174,COMPLETE,1.3063676394946118,55.69208075609109,821.4484850852771,-0.72472959800568
practical_polymer,175,COMPLETE,1.3107579152085558,38.34441513543233,824.8159530530248,-0.3177578899338007
practical_polymer,176,COMPLETE,1.3052744199195085,60.8017931467312,820.4874348455971,-0.8408762878424958
practical_polymer,177,COMPLETE,1.3130508624593635,39.07345618597191,824.5366537419002,-0.3515123068429826
practical_polymer,178,COMPLETE,1.3003206482885423,87.57239846493965,816.5788502534502,-1.3132440617439567
practical_polymer,179,COMPLETE,1.3157465976682106,57.90597909604211,819.9534818816552,-0.9054065972164071
practical_polymer,180,COMPLETE,1.308543121584547,38.43585045263354,824.9188480084455,-0.3053226311100832
practical_polymer,181,COMPLETE,1.3211000393359775,20.45899714583066,827.4356861651859,-0.0011528711006958403
practical_polymer,182,COMPLETE,1.3189342027946733,21.664324727729984,827.3318096479295,-0.013706755521059044
practical_polymer,183,COMPLETE,1.3052614901598307,40.181412578797975,824.7634690677955,-0.3241007853435729
practical_polymer,184,COMPLETE,1.312682954669092,21.125800163654517,827.4945019451229,0.005955246527089564
practical_polymer,185,COMPLETE,1.3090925289582456,66.65498090878646,818.8133595457117,-1.0431948520457923
practical_polymer,186,COMPLETE,1.3001050400274763,20.251726812263648,827.7493491780583,0.03675453390812322
practical_polymer,187,COMPLETE,1.3009577292559418,47.113518499462494,823.6933994203775,-0.45342289808124603
practical_polymer,188,COMPLETE,1.300057455276012,73.53612706840866,818.7346367418264,-1.0527088115751093
practical_polymer,189,COMPLETE,1.3136583041114922,53.184559458885985,821.2894253400212,-0.743952591908581
practical_polymer,190,COMPLETE,1.3057013942990814,22.763734584464796,827.441400748351,-0.0004622413177557405
practical_polymer,191,COMPLETE,1.3054702249275378,21.01177180727083,827.6140664425778,0.02040508486853554
practical_polymer,192,COMPLETE,1.3066316754754492,38.23753186296013,825.0600330470137,-0.28825986559883887
practical_polymer,193,COMPLETE,1.3055124875853419,20.542710564512227,827.6545937819304,0.02530297274094817
practical_polymer,194,COMPLETE,1.3052339548556209,51.69639225309167,822.4076400133112,-0.6088119640129563
practical_polymer,195,COMPLETE,1.3109791631820003,35.745348292853244,825.3164904690086,-0.2572659805562427
practical_polymer,196,COMPLETE,1.304666453676262,21.13238258490717,827.6150150734086,0.020519730624113386
practical_polymer,197,COMPLETE,1.3002644151570524,60.18392554689138,821.1663999012237,-0.7588206985819856
practical_polymer,198,COMPLETE,1.313672389823825,20.251566447268374,827.5672544835436,0.014747676065018922
practical_polymer,199,COMPLETE,1.306089006052736,42.04185808346102,824.347425802566,-0.37438124529268757
practical_polymer,200,COMPLETE,1.313582808841084,857.9260903888285,814.1561115435077,-1.6060415346347279
practical_polymer,201,COMPLETE,1.3107895047107774,22.341890761423368,827.3967181766335,-0.005862305314530136
practical_polymer,202,COMPLETE,1.3142554232487873,21.213392660668816,827.4605343297636,0.0018501270205861786
practical_polymer,203,COMPLETE,1.300314985620654,42.757528192317956,824.5727628394922,-0.3471483808117126
practical_polymer,204,COMPLETE,1.30619211104457,67.8426076578549,818.9517358543136,-1.0264715325642881
practical_polymer,205,COMPLETE,1.3156775646147871,38.586211127347354,824.4895128246003,-0.3572094715428076
practical_polymer,206,COMPLETE,1.3100467177922757,20.90091251303045,827.5570810156055,0.013518172573534493
practical_polymer,207,COMPLETE,1.3081513229630206,55.896379413212564,821.2237179746639,-0.7518935846569819
practical_polymer,208,COMPLETE,1.3051804229222477,78.78482145280132,817.1126367447655,-1.2487338712397267
practical_polymer,209,COMPLETE,1.3109024691029172,20.180471578867266,827.6126658557267,0.0202358184557605
practical_polymer,210,COMPLETE,1.3100292266022373,39.86614506248015,824.5480525480561,-0.3501347164232116
practical_polymer,211,COMPLETE,1.300433177227969,21.143914962535884,827.6749214296909,0.027759648679492877
practical_polymer,212,COMPLETE,1.3008306318858343,21.34777387803456,827.6522686677608,0.025021973576544454
practical_polymer,213,COMPLETE,1.3000966889657104,49.022461466429405,823.3853172411958,-0.49065583745555585
practical_polymer,214,COMPLETE,1.3046693439252781,35.90652806493753,825.5855962337926,-0.22474349369221436
practical_polymer,215,COMPLETE,1.3001556861231105,20.753075078929324,827.7101807870994,0.03202088027767225
practical_polymer,216,COMPLETE,1.3001128520939402,62.127074942550045,820.8065950453389,-0.802304526245512
practical_polymer,217,COMPLETE,1.3057380595182677,40.41707223485301,824.6899847961848,-0.33298164770670935
practical_polymer,218,COMPLETE,1.5991263616415834,48.99424673984207,778.4913907313953,-5.916262889619062
practical_polymer,219,COMPLETE,1.3045675283210878,21.852464399386836,827.5504540364726,0.01271727616030116
practical_polymer,220,COMPLETE,1.3002637375385993,63.051252615650725,820.6119332867735,-0.8258301630558407
practical_polymer,221,COMPLETE,1.30651042965203,21.517227656685815,827.5517650443975,0.012875716608595766
practical_polymer,222,COMPLETE,1.3060268501495844,39.12256449842971,824.9238144352837,-0.3047224189528408
practical_polymer,223,COMPLETE,1.3082664339063756,36.47014203202899,825.3107337264601,-0.2579617054659922
practical_polymer,224,COMPLETE,1.3051170083332873,22.097192526719073,827.5181548361984,0.008813791158845952
practical_polymer,225,COMPLETE,1.3004849741360962,20.37888652013381,827.7348708707316,0.03500477369684507
practical_polymer,226,COMPLETE,1.3006040682360154,20.380822364432937,827.7331844086591,0.034800958142611194
practical_polymer,227,COMPLETE,1.3005018699824724,54.58424959545423,822.2485335631741,-0.6280406023838947
practical_polymer,228,COMPLETE,1.3097055722180635,20.20416449085545,827.6269150083389,0.021957884421230922
practical_polymer,229,COMPLETE,1.306028466448986,39.87640133080447,824.7783048181388,-0.3223078267421631
practical_polymer,230,COMPLETE,1.3000299294348794,20.358562057752817,827.7422705039062,0.03589904838068314
practical_polymer,231,COMPLETE,1.3052678999918026,20.905316229073584,827.6264480044031,0.02190144516442949
practical_polymer,232,COMPLETE,1.3097082396765911,39.52038531296043,824.637218567818,-0.3393586533063542
practical_polymer,233,COMPLETE,1.300693885125995,50.08627132167265,823.127170406173,-0.5218538946869189
practical_polymer,234,COMPLETE,1.3003509109628648,21.09664561073008,827.6799500647679,0.02836737894631458
practical_polymer,235,COMPLETE,1.3008017997353392,20.46378782999122,827.7242156979406,0.03371705428507621
practical_polymer,236,COMPLETE,1.3004607102738899,55.28594209046737,822.1127918828315,-0.6444455167096352
practical_polymer,237,COMPLETE,1.3004028344742595,42.556615120312415,824.6047399735014,-0.34328381878123704
practical_polymer,238,COMPLETE,1.3095309341472083,77.35612244615226,816.6960439733311,-1.299080741168368
practical_polymer,239,COMPLETE,1.3056670369273762,38.114652743863594,825.1342749147243,-0.27928744477642153
practical_polymer,240,COMPLETE,1.3006221122145298,58.83171823433187,821.3935067130948,-0.7313739498594596
practical_polymer,241,COMPLETE,1.3106166838105655,36.54632835676681,825.1795379044481,-0.2738172349877166
practical_polymer,242,COMPLETE,1.3109167797179586,24.09754112961997,827.1900203233042,-0.030842551371768057
practical_polymer,243,COMPLETE,1.3055931484582914,35.875437128732884,825.5479806199563,-0.22928948811881122
practical_polymer,244,COMPLETE,1.3116139322421592,20.7625852371869,827.5472449337395,0.01232944351179377
practical_polymer,245,COMPLETE,1.300352573453864,22.615620242281498,827.5475307528063,0.012363985866747917
practical_polymer,246,COMPLETE,1.3064111390373367,20.636028014643074,827.6340103105414,0.022815379513785317
practical_polymer,247,COMPLETE,1.3052691782207406,54.11233108450156,821.8928032710097,-0.6710320030450467
practical_polymer,248,COMPLETE,1.3000615914666596,44.991056082171205,824.1680631693364,-0.39605792281681707
practical_polymer,249,COMPLETE,1.314482165338697,68.46204196754955,817.7150841672913,-1.1759257379725274
practical_polymer,250,COMPLETE,1.3066005433126486,38.965119027681354,824.9223792330716,-0.30489586876772945
practical_polymer,251,COMPLETE,1.4454675374709591,20.58488790313943,824.4995726456061,-0.35599370272870745
practical_polymer,252,COMPLETE,1.3150011346764057,39.179366688266114,824.4005922805161,-0.36795586796148916
practical_polymer,253,COMPLETE,1.300135714588589,59.31282439480831,821.3504141927765,-0.7365818499098897
practical_polymer,254,COMPLETE,1.3063424932681142,20.15479438051998,827.6763777552835,0.027935651337740453
practical_polymer,255,COMPLETE,1.3062058106500523,39.1070210421337,824.9168888058732,-0.30555940842316165
practical_polymer,256,COMPLETE,1.3072933318569349,20.377363766305905,827.6445085487686,0.02408413276815402
practical_polymer,257,COMPLETE,1.3087224205805352,57.07191051212312,820.9066659043476,-0.7902105705467344
practical_polymer,258,COMPLETE,1.3064120812822404,82.28815262126125,816.3611623309836,-1.3395525007495745
practical_polymer,259,COMPLETE,1.3153942482947412,42.33918982547003,823.6752759168659,-0.4556131945446462
practical_polymer,260,COMPLETE,1.3053383597781736,20.65700073781212,827.647154250303,0.024403876172640615
practical_polymer,261,COMPLETE,1.3050817328508217,38.42536604971338,825.1070921970336,-0.2825725827954262
practical_polymer,262,COMPLETE,1.3003211748610903,20.34616662492814,827.7394722364817,0.03556086679015191
practical_polymer,263,COMPLETE,1.3009653382358606,69.30463888712175,819.3565934499427,-0.977542904646489
practical_polymer,264,COMPLETE,1.3002770791259428,56.984186376230355,821.7939826731265,-0.6829748597844132
practical_polymer,265,COMPLETE,1.3103925410379915,420.43599699675985,814.9309555924044,-1.5123985930866501
practical_polymer,266,COMPLETE,1.3176341419758342,20.12610342164467,827.5231446469367,0.009416829352093536
practical_polymer,267,COMPLETE,1.3055633751609808,39.4233228973244,824.8920000825804,-0.30856730822421685
practical_polymer,268,COMPLETE,1.3102594380217312,53.3744581075116,821.5752024853158,-0.7094153033397443
practical_polymer,269,COMPLETE,1.3005412527635616,20.299293310105917,827.7402111980194,0.035650173189516465
practical_polymer,270,COMPLETE,1.3008271501942805,74.78947101492973,818.4153346974858,-1.0912977156480541
practical_polymer,271,COMPLETE,1.4183800497293562,39.62831216880619,816.1380322691565,-1.366518643636061
practical_polymer,272,COMPLETE,1.300311560212679,20.19992572155748,827.750616313795,0.03690767223047953
practical_polymer,273,COMPLETE,1.300460248626224,20.11414969055696,827.7551489382578,0.03745545766966618
practical_polymer,274,COMPLETE,1.3005609116052788,53.85661975185957,822.3880143162288,-0.6111838064596253
practical_polymer,275,COMPLETE,1.300220035758567,38.285541314384346,825.3860543066874,-0.24885891800618953
practical_polymer,276,COMPLETE,1.3104136375382143,90.50585419000983,814.5152625145831,-1.5626367315143552
practical_polymer,277,COMPLETE,1.3000371955555645,65.67259293991057,820.1428411563379,-0.882521786374868
practical_polymer,278,COMPLETE,1.3166037613561559,40.322632652492004,824.0517076096855,-0.4101199484421003
practical_polymer,279,COMPLETE,1.3065921358160548,20.159276552938675,827.6726997512328,0.02749115012641301
practical_polymer,280,COMPLETE,1.3063193224590675,53.471155565712394,821.9297332510091,-0.6665688701560812
practical_polymer,281,COMPLETE,1.3128510464828154,20.697774865051407,827.5352814946405,0.010883614986867407
practical_polymer,282,COMPLETE,1.3056245652224732,41.3090961161983,824.5218934886694,-0.35329614132231235
practical_polymer,283,COMPLETE,1.3001317831889505,72.83478587064555,818.8441523144061,-1.0394734252076376
practical_polymer,284,COMPLETE,1.31852811558959,20.4978249025958,827.4707453854089,0.003084173133860446
practical_polymer,285,COMPLETE,1.3097388222399806,39.11387292701103,824.7176649032011,-0.32963639823738733
practical_polymer,286,COMPLETE,1.3058177507975266,55.5872695231223,821.5259373543132,-0.7153691875947721
practical_polymer,287,COMPLETE,1.3001340481874057,38.365764687110556,825.3765102999635,-0.25001234864175936
practical_polymer,288,COMPLETE,1.3133187300302296,55.68707664876215,820.7380754782107,-0.810585384604845
practical_polymer,289,COMPLETE,1.30600253907955,20.290092647847494,827.6694817414739,0.027102241028909013
practical_polymer,290,COMPLETE,1.3108290152222088,91.85957190515981,814.2674854015481,-1.5925815671828047
practical_polymer,291,COMPLETE,1.3207402043037997,20.21321453707589,827.4683424541968,0.0027937694747626196
practical_polymer,292,COMPLETE,1.3003289159048756,39.565627645860005,825.1548765687712,-0.27679765410376644
practical_polymer,293,COMPLETE,1.5457017847061914,68.70344204073785,770.1250380470032,-6.927369416810791
practical_polymer,294,COMPLETE,1.3056032454755908,592.299843795482,814.3132933016151,-1.5870455028424768
practical_polymer,295,COMPLETE,1.3148875047388564,40.714079284651575,824.0721323835579,-0.40765153443209634
practical_polymer,296,COMPLETE,1.3055740624570427,961.7699629400167,815.3206847453785,-1.4652982967838013
practical_polymer,297,COMPLETE,1.3092411430813886,665.6690254890223,813.2936711881603,-1.7102708332910166
practical_polymer,298,COMPLETE,1.3155042336145422,54.590007732840675,820.7713593250564,-0.8065629012043329
practical_polymer,299,COMPLETE,1.3005210023806997,38.00059441075662,825.4202687940874,-0.24472396304556776
practical_polymer,300,COMPLETE,1.3056880603439835,766.0093538526932,814.1594873255808,-1.6056335581344228
practical_polymer,301,COMPLETE,1.3099007131522564,74.14765114849459,817.2250935311943,-1.235143027645813
practical_polymer,302,COMPLETE,1.320978898276051,37.40441916956696,824.4509271583802,-0.3618727006036604
