carrier_refractive_index,trial_number,retrofit_refractive_index,retrofit_thickness_nm,optimization_relative_gain_percent,trial_state
1.24,74,1.1307236793105027,128.54583171098471,0.1934475872060748,COMPLETE
1.24,75,1.087564502557596,137.9973799164153,0.16585436389422448,COMPLETE
1.24,76,1.1106753478335931,123.26331365285014,0.20700413088414749,COMPLETE
1.24,77,1.1481480651684437,147.70482779839557,0.10239591433010009,COMPLETE
1.24,78,1.0691872627414423,131.43030649036908,0.07842190531544002,COMPLETE
1.24,79,1.1033582590260025,155.44212985025322,0.16284960481551813,COMPLETE
1.24,80,1.1382506897997586,101.4498849085991,0.10665938257019558,COMPLETE
1.24,81,1.1170060516791465,139.0083004244232,0.20429324634319013,COMPLETE
1.24,82,1.1234961169290423,112.29135888141664,0.17857145172957,COMPLETE
1.24,83,1.113960485572531,137.67091016509477,0.20745641523129965,COMPLETE
1.24,84,1.1017461056213824,143.38400144987654,0.191989731408726,COMPLETE
1.24,85,1.0909232889108842,118.84330700220701,0.16109286104470932,COMPLETE
1.24,86,1.1106077268177583,131.8714097773676,0.2116563864388743,COMPLETE
1.24,87,1.1302688131205911,125.89489634279923,0.19394681656168533,COMPLETE
1.24,88,1.1099877587581457,149.6743867527989,0.18305337574746616,COMPLETE
1.24,89,1.0808362327229921,249.50799631597414,-0.1784194159117125,COMPLETE
1.24,90,1.1214856327099285,132.3120801614963,0.20743874817146235,COMPLETE
1.24,91,1.1123813575807957,141.34050824414194,0.2021043213349838,COMPLETE
1.24,92,1.1000180583589234,134.72398601255236,0.19965288596244246,COMPLETE
1.24,93,1.1418742959766046,119.65852323160281,0.1566541787057396,COMPLETE
1.24,94,1.1280186266400734,128.8527696093044,0.1988953276432115,COMPLETE
1.24,95,1.0944616431551943,106.16720251425237,0.12351007829789484,COMPLETE
1.24,96,1.1140281622877686,145.90357342637603,0.1921774444395563,COMPLETE
1.24,97,1.1206696734805588,123.95884462966389,0.2063981321466679,COMPLETE
1.24,98,1.1332498529119075,136.41563590121527,0.18131483524690406,COMPLETE
1.24,99,1.1066780192941676,153.44631645566724,0.17119498356978902,COMPLETE
1.24,100,1.0826549192108617,141.1895995955718,0.1447701771776222,COMPLETE
1.24,101,1.120117238736698,131.62985806121927,0.2091164300698667,COMPLETE
1.24,102,1.1467464937576002,132.51584409998085,0.13962884029183886,COMPLETE
1.24,103,1.1245818381454804,125.03331926890363,0.2031495086481927,COMPLETE
1.24,104,1.1018604834520813,115.43289704549218,0.1790794298771603,COMPLETE
1.24,105,1.1143244401466437,129.8758151026066,0.21233010070143,COMPLETE
1.24,106,1.0911656368369194,129.5984143263599,0.17840262815331798,COMPLETE
1.24,107,1.1375977752176762,119.1202641511977,0.16914675661980905,COMPLETE
1.24,108,1.1082286728120319,112.10361845830374,0.17681574969024005,COMPLETE
1.24,109,1.1170134574014636,149.29210127063547,0.18150553210019016,COMPLETE
1.24,110,1.0969549403607914,133.20195409109343,0.1942025490095034,COMPLETE
1.24,111,1.1129281676904261,139.27738915763754,0.20541433415106614,COMPLETE
1.24,112,1.1271524408217495,136.12496373927752,0.19552604966381892,COMPLETE
1.24,113,1.120161976331527,126.65472746404215,0.2088466672905076,COMPLETE
1.24,114,1.1192804826823415,126.17701958797653,0.20922638953015937,COMPLETE
1.24,115,1.1221265586344273,122.47030071274217,0.20341004885691127,COMPLETE
1.24,116,1.1326892809735858,127.96583582990576,0.18893346366102293,COMPLETE
1.24,117,1.1007831558138406,124.97412098157842,0.197698675256186,COMPLETE
1.24,118,1.1527699509903153,116.66490124849257,0.10852225946456073,COMPLETE
1.24,119,1.1071851264188757,108.08305936693243,0.1588725895385501,COMPLETE
1.24,120,1.1182478967931255,142.53582174563965,0.19705173970729906,COMPLETE
1.24,121,1.1116872653805177,130.38677616505092,0.21215685736915013,COMPLETE
1.24,122,1.1271025410286761,130.27524814692651,0.20028764550779066,COMPLETE
1.24,123,1.10402873208215,121.26881105539658,0.19722743004193521,COMPLETE
1.24,124,1.120164693771297,132.26882828583933,0.20878330509033205,COMPLETE
1.24,125,1.1097988506480256,126.73800640064873,0.21012086191429802,COMPLETE
1.24,126,1.1098564397139048,124.8134100989322,0.20843736357267773,COMPLETE
1.24,127,1.0942734412935,127.59052304560784,0.18586624170005006,COMPLETE
1.24,128,1.1388768389901422,114.31833518338468,0.1556147453611656,COMPLETE
1.24,129,1.129377703740573,119.21631199138051,0.18840856638173697,COMPLETE
1.24,130,1.1099141415748983,144.87208741036164,0.19497098450989014,COMPLETE
1.24,131,1.1209576997563573,132.4295531194677,0.20793053100900405,COMPLETE
1.24,132,1.1228655070676123,131.2772512912206,0.20631609742143286,COMPLETE
1.24,133,1.1141191273707407,219.7692202679221,-0.08149983042757825,COMPLETE
1.24,134,1.1349241913584311,134.49617084571116,0.1791993391672131,COMPLETE
1.24,135,1.104256160228254,126.50232631175052,0.20472756632157196,COMPLETE
1.24,136,1.1188379445757877,141.18943224774878,0.1991642573470065,COMPLETE
1.24,137,1.099283294270467,122.60184961416414,0.19131770875571164,COMPLETE
1.24,138,1.1256270365932022,129.98472720158247,0.20282640594857515,COMPLETE
1.24,139,1.111288788462072,136.36147706528013,0.20900725675641052,COMPLETE
1.26,0,1.100474,118.791,0.06962293664569685,COMPLETE
1.26,1,1.1224972160321824,133.6306209562122,0.11693310467546514,COMPLETE
1.26,2,1.1110518204983646,78.98332538076222,-0.19792595939547297,COMPLETE
1.26,3,1.297637862380795,66.34234489502722,-1.367059110289115,COMPLETE
1.26,4,1.191069437493248,190.4255589480722,-0.3688691178079573,COMPLETE
1.26,5,1.0844003787494074,190.59010737268042,-0.15619112153131276,COMPLETE
1.26,6,1.1917960193436108,173.34358702916688,-0.31259371621037424,COMPLETE
1.26,7,1.0638450400224737,58.29944119758912,-0.5876394543200103,COMPLETE
1.26,8,1.1512550107454151,57.02734993110301,-0.4694345441871306,COMPLETE
1.26,9,1.0591624434114755,74.81448826621269,-0.4530485784950633,COMPLETE
1.26,10,1.0739492527930203,130.3808410650905,-0.040062654826578115,COMPLETE
1.26,11,1.2878089024116153,196.84405028104214,-1.2340564746942229,COMPLETE
1.26,12,1.261446130502635,160.13080112965486,-0.9648997635999801,COMPLETE
1.26,13,1.0661626027114384,126.52076708264576,-0.10130372652576991,COMPLETE
1.26,14,1.2194299138739177,83.06139347290667,-0.5176277548711194,COMPLETE
1.26,15,1.192352602069684,190.3614345313825,-0.37693402289203926,COMPLETE
1.26,16,1.235147588140211,225.6244663973896,-0.7408839091268105,COMPLETE
1.26,17,1.2025700186431179,52.36504864165023,-0.6448388157154206,COMPLETE
1.26,18,1.1015597279894858,76.09683244722413,-0.253143962202218,COMPLETE
1.26,19,1.0682478051808768,221.50593409960305,-0.33431020117874466,COMPLETE
1.26,20,1.2589185187199237,206.01694436097245,-0.9357176897766717,COMPLETE
1.26,21,1.0428277124242062,150.21676006038177,-0.3221388065888564,COMPLETE
1.26,22,1.1717388127775377,65.43046470177237,-0.40239397145328537,COMPLETE
1.26,23,1.0725721039911578,217.8853056378579,-0.304279657659845,COMPLETE
1.26,24,1.1338057687612006,108.78846633593207,0.06836423076390652,COMPLETE
1.26,25,1.1374798925651959,103.57764175370357,0.03714493922002404,COMPLETE
1.26,26,1.1241022010591735,113.16824584854014,0.09021796911030666,COMPLETE
1.26,27,1.1159461247454026,134.41631169775215,0.1141337304443768,COMPLETE
1.26,28,1.0246708388074388,244.4587858829475,-0.6802284878058784,COMPLETE
1.26,29,1.1203399446096876,144.15233403037007,0.09785369861514681,COMPLETE
1.26,30,1.1644792223179514,132.39692645315844,0.004992694822525401,COMPLETE
1.26,31,1.1178753756872188,147.90828716334394,0.0868144397375481,COMPLETE
1.26,32,1.119947975159289,96.68717419459131,-0.009105066791614824,COMPLETE
1.26,33,1.1027390006610591,118.28223529552287,0.07498303483388646,COMPLETE
1.26,34,1.1281921113859028,145.8469189921714,0.08841170689446454,COMPLETE
1.26,35,1.090040582332412,169.99708706923366,-0.04669018620535592,COMPLETE
1.26,36,1.1559152437523765,138.18818454166126,0.034371749809158914,COMPLETE
1.26,37,1.143424768449125,117.55624965602236,0.08220281422404163,COMPLETE
1.26,38,1.1750365710201622,90.58489136510184,-0.16735038033789396,COMPLETE
1.26,39,1.0929810872764503,169.02791222799954,-0.03351881123602185,COMPLETE
1.26,40,1.1135100191027174,159.01881762281167,0.04410073440310747,COMPLETE
1.26,41,1.1252352911326329,143.41518014242337,0.09800230736156657,COMPLETE
1.26,42,1.1266365795069309,138.6371666572654,0.10800772979928652,COMPLETE
1.26,43,1.149355618528564,138.578998266637,0.05909406450550492,COMPLETE
1.26,44,1.1057252155919302,159.1427311285877,0.035973935200828144,COMPLETE
1.26,45,1.0873406243799417,126.61827276565059,0.03313222100755908,COMPLETE
1.26,46,1.134124949742711,178.75234149218403,-0.06778611117963518,COMPLETE
1.26,47,1.1632491750505254,136.86768483481683,0.002961999683281924,COMPLETE
1.26,48,1.1109313899548354,152.62107449593057,0.06714302436707786,COMPLETE
1.26,49,1.0476814900110278,126.88553039136819,-0.27110292712216877,COMPLETE
1.26,50,1.0787382715776264,182.0689861327039,-0.14152659776245358,COMPLETE
1.26,51,1.1255135569888686,112.19064103961894,0.08661530796407746,COMPLETE
1.26,52,1.142491808043556,122.34923841662128,0.09188125220660481,COMPLETE
1.26,53,1.1484751208669688,142.10842301816763,0.053019046838365114,COMPLETE
1.26,54,1.1413509258303942,126.4395856088471,0.0968487109006766,COMPLETE
1.26,55,1.184542864578385,163.30582919749858,-0.22151282731029953,COMPLETE
1.26,56,1.1008211666669965,132.59393917316993,0.08821211481830904,COMPLETE
1.26,57,1.1599587424294802,153.00771005136187,-0.03320815061703675,COMPLETE
1.26,58,1.111420622436218,145.6593144358671,0.08941428638997717,COMPLETE
1.26,59,1.1316154296988217,120.54425228773917,0.10743912913613318,COMPLETE
1.26,60,1.1298707437648616,101.70186516185177,0.03106025361956366,COMPLETE
1.26,61,1.1210979804031787,119.37513706767069,0.1078740963343261,COMPLETE
1.26,62,1.093560018298075,120.43473535434717,0.049063316090469655,COMPLETE
1.26,63,1.1209519162290722,107.30015978637158,0.062309212891298316,COMPLETE
1.26,64,1.1096531783267156,136.7216647937979,0.10461568550592659,COMPLETE
1.26,65,1.1080737347247853,135.9946250082193,0.10282049282823724,COMPLETE
1.26,66,1.082044245029248,133.54489676081857,0.010517512179952782,COMPLETE
1.26,67,1.0975264037962489,92.51733491777267,-0.09493511615074057,COMPLETE
1.26,68,1.1098463059987802,114.182685140745,0.07858480347857633,COMPLETE
1.26,69,1.0563391642859328,122.39800351874877,-0.19337589035579583,COMPLETE
1.26,70,1.0765345844274088,131.1159921228792,-0.02274462707027025,COMPLETE
1.26,71,1.1297925976410552,138.9020915415282,0.10447463821037228,COMPLETE
1.26,72,1.135480230098098,137.5475925284748,0.09864286107816866,COMPLETE
1.26,73,1.1126505752184266,150.33305728519053,0.07649582036384217,COMPLETE
1.26,74,1.1502404149922114,106.43540408366206,0.026652702268070705,COMPLETE
1.26,75,1.1031167881750037,124.434359235134,0.089412414107648,COMPLETE
1.26,76,1.1313755444054834,114.36234926384637,0.09231231522159877,COMPLETE
1.26,77,1.1198359971627738,140.01227621859294,0.1075447958431397,COMPLETE
1.26,78,1.1217803260001995,156.76239307908492,0.05352002139340506,COMPLETE
1.26,79,1.1713671492571083,141.58494262699216,-0.05436831951177723,COMPLETE
1.26,80,1.1399681144736702,98.95338713097628,0.00422236006301091,COMPLETE
1.26,81,1.1170936274145995,134.5083936831822,0.11480902879568156,COMPLETE
1.26,82,1.1283933027715747,128.03413783174784,0.1168319946931673,COMPLETE
1.26,83,1.1199122697123123,128.26111508736835,0.11840946977952349,COMPLETE
1.26,84,1.1162259187426364,129.43374540097255,0.11641339084138558,COMPLETE
1.26,85,1.1151409808317128,129.24547569965483,0.11541354138151494,COMPLETE
1.26,86,1.095831442477646,129.77309058059265,0.07174277178703115,COMPLETE
1.26,87,1.114998446822509,116.39721418841555,0.09463699050789032,COMPLETE
1.26,88,1.0864050660047972,128.10349376539423,0.030276883799551513,COMPLETE
1.26,89,1.1570133751074836,111.58885224612789,0.02456395459056182,COMPLETE
1.26,90,1.1163201429886167,148.04533862133871,0.08597344956557951,COMPLETE
1.26,91,1.1233400057089005,130.34362943703337,0.11879321086645245,COMPLETE
1.26,92,1.1455858023246037,132.51624156630868,0.08221407281490123,COMPLETE
1.26,93,1.13774466607169,123.70199705238791,0.10300501634712411,COMPLETE
1.26,94,1.125032395861199,119.05063497998881,0.10783867389216883,COMPLETE
1.26,95,1.1037924020118992,129.2267771018635,0.09571829336247895,COMPLETE
1.26,96,1.117995201987981,143.41691871900773,0.09953727813638569,COMPLETE
1.26,97,1.1280398842841084,164.52230981823885,0.012914286706244837,COMPLETE
1.26,98,1.1349903011009213,153.3400429618851,0.05092699907944809,COMPLETE
1.26,99,1.0985231888524685,109.29786662815243,0.025861948459504625,COMPLETE
1.26,100,1.1064229854050185,134.33272122803962,0.10108011693528152,COMPLETE
1.26,101,1.1229133172551726,118.19006106465727,0.10563381261876614,COMPLETE
1.26,102,1.2963797669307564,124.54516158875472,-1.5173889087212844,COMPLETE
1.26,103,1.1243324910261157,119.93906081984947,0.1097745254004634,COMPLETE
1.26,104,1.1529493446393253,129.12245970707343,0.06052793926767386,COMPLETE
1.26,105,1.1437226459662104,133.91145000455379,0.08572864640727929,COMPLETE
1.26,106,1.115654248751181,144.9717450165062,0.09460019973643874,COMPLETE
1.26,107,1.1254210974299954,120.68823805221474,0.11114291496574502,COMPLETE
1.26,108,1.0908588025947725,125.81631242559615,0.048216837011061386,COMPLETE
1.26,109,1.1277118445262506,103.07395243325217,0.04015366432073009,COMPLETE
1.26,110,1.1374169836807928,122.49316929824803,0.10241670580408702,COMPLETE
1.26,111,1.123554615914934,116.10440163218932,0.10001172748632658,COMPLETE
1.26,112,1.110332813910838,135.93380364767586,0.10650397705385117,COMPLETE
1.26,113,1.1174520768389822,131.5472097122298,0.11699386167247638,COMPLETE
1.26,114,1.1050666736759844,130.86567151322674,0.09918009282046114,COMPLETE
1.26,115,1.1160910143432725,140.71058895050356,0.10490230880113582,COMPLETE
1.26,116,1.2498972702746785,148.44529766595713,-0.8181498469009951,COMPLETE
1.26,117,1.1324403374583392,126.70811108137683,0.11266070828468422,COMPLETE
1.26,118,1.1317084658159222,127.12915107116007,0.11361988223712594,COMPLETE
1.26,119,1.1456415181520327,127.41984746220675,0.08566648825438783,COMPLETE
1.26,120,1.1324285666601348,133.15449515426263,0.11010536647955149,COMPLETE
1.26,121,1.131244452608491,131.77499367057752,0.11285786878769688,COMPLETE
1.26,122,1.137040519650412,124.62389436294393,0.10492241945956327,COMPLETE
1.26,123,1.130508258810222,129.83862233187276,0.11473733028939392,COMPLETE
1.26,124,1.130965834903917,140.92330331559478,0.09852440025095444,COMPLETE
1.26,125,1.113824607298731,129.62512000969383,0.11407358272677026,COMPLETE
1.26,126,1.112824912269355,130.4857473007303,0.11290664489274072,COMPLETE
1.26,127,1.110612371372388,135.90872094941707,0.10693091970903623,COMPLETE
1.26,128,1.1027418736563503,110.66716902092513,0.046136858042578055,COMPLETE
1.26,129,1.0981964115727425,242.77825627897033,-0.298378030159141,COMPLETE
1.26,130,1.1132168650031664,144.60516169506707,0.09389283929708281,COMPLETE
1.26,131,1.1210804338098619,130.38079859995133,0.11874755526541936,COMPLETE
1.26,132,1.1179704933228591,129.30520947066825,0.11764395060147592,COMPLETE
1.26,133,1.1179462633149515,139.0349578304362,0.10896992568034669,COMPLETE
1.26,134,1.1210826760233963,128.49025012766276,0.11879632031199794,COMPLETE
1.26,135,1.1188253042196454,135.14866699936465,0.11495142508781697,COMPLETE
1.26,136,1.1201226583489634,135.9756087496507,0.11427351077841763,COMPLETE
1.26,137,1.1226483266977654,139.20660309718335,0.1089081578426132,COMPLETE
1.26,138,1.1076052705666015,115.41236839135973,0.07828260259821196,COMPLETE
1.26,139,1.1221293278032551,134.23058303675836,0.11638439919712251,COMPLETE
1.28,0,1.100474,118.791,-0.0703924101203901,COMPLETE
1.28,1,1.131370849898476,132.58252147247765,0.008872183820884949,COMPLETE
1.28,2,1.2657814257247832,69.31193722047762,-1.0544764119418626,COMPLETE
1.28,3,1.1655853446381175,60.162500972573255,-0.606286909003928,COMPLETE
1.28,4,1.1231926917860136,136.33949198667514,0.0011426081647947228,COMPLETE
1.28,5,1.2755087245241428,74.79943375459229,-1.1497346037746103,COMPLETE
1.28,6,1.2493924299848251,112.98329576232754,-0.7756146637074357,COMPLETE
1.28,7,1.2781379100074868,99.85938061277812,-1.1749173572504934,COMPLETE
1.28,8,1.0491969715118923,63.77943698911628,-0.8318992192573482,COMPLETE
1.28,9,1.1893512954515568,102.57537351627566,-0.2364615427528749,COMPLETE
1.28,10,1.1685169829756357,126.86387275550204,-0.07359914238842524,COMPLETE
1.28,11,1.1130212698328155,180.2511635907461,-0.1979464220288385,COMPLETE
1.28,12,1.2062597780825537,81.22670580116484,-0.49336856904295123,COMPLETE
1.28,13,1.2494339779471026,169.01063999549382,-0.8588463079226116,COMPLETE
1.28,14,1.0894439088396648,246.236388630509,-0.5102815019870754,COMPLETE
1.28,15,1.1245997864191353,82.84584909094512,-0.28271063828750886,COMPLETE
1.28,16,1.1382915179950912,188.65199268242,-0.25189799105791444,COMPLETE
1.28,17,1.0471712114144995,235.60425744334108,-0.703003394600954,COMPLETE
1.28,18,1.041497005530493,91.06992592371003,-0.6848848866103818,COMPLETE
1.28,19,1.224169232595018,183.03418037895585,-0.6637446954055992,COMPLETE
1.28,20,1.1279591033537975,99.37079110979165,-0.10651866506008467,COMPLETE
1.28,21,1.1475977252158815,215.39950532645443,-0.39222759718532396,COMPLETE
1.28,22,1.1072222374430023,173.64965263009276,-0.17066887066385927,COMPLETE
1.28,23,1.1942887450095452,59.341594482612976,-0.6831247997517997,COMPLETE
1.28,24,1.0832081101550723,143.8068966577922,-0.14903758317528215,COMPLETE
1.28,25,1.074601825619731,146.8219185713134,-0.2123574739574252,COMPLETE
1.28,26,1.1553993998712389,133.60071152864114,-0.03178142526719663,COMPLETE
1.28,27,1.1620195149053698,137.91708837433322,-0.06497806903177361,COMPLETE
1.28,28,1.157030504010937,158.06425685618083,-0.1294116017113378,COMPLETE
1.28,29,1.0671819205292477,124.06073749428168,-0.27429360077250164,COMPLETE
1.28,30,1.1039519071306925,200.22492845269346,-0.3156461475221639,COMPLETE
1.28,31,1.1383847118961117,137.81847590368457,-0.004123463626892754,COMPLETE
1.28,32,1.182929376637961,157.7163878498274,-0.2528300968534736,COMPLETE
1.28,33,1.1416540540731699,135.80479132206713,-0.00420259484404939,COMPLETE
1.28,34,1.135221321957318,112.06918229204888,-0.023182500425422692,COMPLETE
1.28,35,1.1217657830043055,151.0594985288738,-0.04233281159886637,COMPLETE
1.28,36,1.0983162669950985,117.39541700664329,-0.08463096024562411,COMPLETE
1.28,37,1.1751760124941033,157.8939352395001,-0.20943039989760326,COMPLETE
1.28,38,1.1410871950867325,129.44425323821793,0.0044884685591384255,COMPLETE
1.28,39,1.2130697511718318,110.02676378981246,-0.38783704994245216,COMPLETE
1.28,40,1.2970557679001378,130.82480958375245,-1.459915625844821,COMPLETE
1.28,41,1.1452515331255462,120.75140989622932,-0.005735206927159897,COMPLETE
1.28,42,1.0242858331405713,140.34904713712535,-0.7768751358924297,COMPLETE
1.28,43,1.116007107229115,133.10759430193468,-0.00494316398819139,COMPLETE
1.28,44,1.1365270286761695,168.00498630610167,-0.13277722672505599,COMPLETE
1.28,45,1.1737694313971228,104.29514944401015,-0.14711823091937415,COMPLETE
1.28,46,1.0905771358416565,122.40061245384194,-0.1092855512171309,COMPLETE
1.28,47,1.1491468716558557,151.6655641298142,-0.07358431771607998,COMPLETE
1.28,48,1.1278894163503372,164.3046217906123,-0.10475950341233276,COMPLETE
1.28,49,1.1124734849471585,90.78678788270653,-0.2181541981408297,COMPLETE
1.28,50,1.1676935690538996,142.2807788931433,-0.10301634101710366,COMPLETE
1.28,51,1.1095639860101274,134.33736429139748,-0.02059535202445506,COMPLETE
1.28,52,1.1198139038468562,129.3461686649335,0.002574259692544878,COMPLETE
1.28,53,1.1416557193327268,127.62989520684441,0.004324960187584992,COMPLETE
1.28,54,1.1281577377542398,126.09796948413774,0.009488224016762636,COMPLETE
1.28,55,1.0952017225846504,115.35760448718683,-0.10735468057311293,COMPLETE
1.28,56,1.1217388268863402,127.48235146903995,0.004694890790912787,COMPLETE
1.28,57,1.1209958655237782,106.90167166242723,-0.06283988300178622,COMPLETE
1.28,58,1.0673590409696652,51.442503363857554,-0.8686264415733391,COMPLETE
1.28,59,1.1256485492946773,127.03955218797327,0.008466364534531756,COMPLETE
1.28,60,1.153359349934532,94.23756894294674,-0.15820497503332698,COMPLETE
1.28,61,1.1307855922266705,126.92292918186108,0.010669621125236617,COMPLETE
1.28,62,1.1281788092461458,125.13614071074126,0.008756340610593938,COMPLETE
1.28,63,1.1334423328105188,122.82183005651765,0.00714229952465395,COMPLETE
1.28,64,1.1274845160066118,118.33004281255297,-0.003920570894599962,COMPLETE
1.28,65,1.1317039929790915,147.42671852770246,-0.027746209443091363,COMPLETE
1.28,66,1.0999518398147439,97.708145053583,-0.19684397323772584,COMPLETE
1.28,67,1.077601855418298,123.15168441283625,-0.19166300953463722,COMPLETE
1.28,68,1.1613512987589734,84.209638294104,-0.2754253461824563,COMPLETE
1.28,69,1.1044813031185094,108.48863287983572,-0.10008804475377664,COMPLETE
1.28,70,1.0859544420163738,116.20415816959002,-0.15614197411162323,COMPLETE
1.28,71,1.11333127371514,128.44948469035296,-0.010087886574383642,COMPLETE
1.28,72,1.1308756847102168,126.62597627502252,0.010558168557173175,COMPLETE
1.28,73,1.130943249009229,125.25337494187858,0.009721502992676712,COMPLETE
1.28,74,1.14812527268341,112.21386533369234,-0.033497220706113495,COMPLETE
1.28,75,1.1322424482370128,142.87785489227352,-0.012563951877042623,COMPLETE
1.28,76,1.1516680957692345,102.43719730691215,-0.09105388258334735,COMPLETE
1.28,77,1.160434890013578,149.9085087034411,-0.10261010746472898,COMPLETE
1.28,78,1.1333548834730152,121.52592893320632,0.005174166882948583,COMPLETE
1.28,79,1.1261810587375296,137.23341624894903,0.0015021825657601795,COMPLETE
1.28,80,1.1878403327161846,112.71301873120416,-0.1902789436446728,COMPLETE
1.28,81,1.1367100057708197,121.8325736494553,0.004698795756730156,COMPLETE
1.28,82,1.1147318713752432,123.54492895721623,-0.011970433534391756,COMPLETE
1.28,83,1.1297388211881605,119.0576191137196,-0.000659558563398388,COMPLETE
1.28,84,1.1406016873859062,133.09624517057992,0.001704962547877109,COMPLETE
1.28,85,1.1173217733762804,154.72267846345855,-0.061479973820954825,COMPLETE
1.28,86,1.104764059199782,140.29382023669092,-0.04252426298674283,COMPLETE
1.28,87,1.0945051165571522,105.81899713040023,-0.16128231903712598,COMPLETE
1.28,88,1.1444925317124806,144.97700421183532,-0.035099036383801074,COMPLETE
1.28,89,1.1334481343131853,125.11572599490957,0.009554247094545332,COMPLETE
1.28,90,1.1535893672731083,126.31340322090581,-0.019487653664873594,COMPLETE
1.28,91,1.13423330060671,134.11565603335902,0.006124329884871216,COMPLETE
1.28,92,1.1249557473197762,133.42265736704255,0.006232886499768497,COMPLETE
1.28,93,1.1246569729293654,115.61823180300902,-0.015192697504506913,COMPLETE
1.28,94,1.1105296623594425,131.4075914503752,-0.016657565982791667,COMPLETE
1.28,95,1.1199824850426008,138.6324469478632,-0.00614142388927208,COMPLETE
1.28,96,1.1721177319514693,125.67762656760645,-0.08988326838746952,COMPLETE
1.28,97,1.1445859573147539,109.78913910712238,-0.039033418749434556,COMPLETE
1.28,98,1.245949160091686,136.29373930678318,-0.7498268530292118,COMPLETE
1.28,99,1.1081922885191156,146.47783040464765,-0.047593980573312766,COMPLETE
1.28,100,1.1259464699075983,119.1931167437523,-0.002958377662143352,COMPLETE
1.28,101,1.136014702980309,132.0633941646279,0.007485496687076321,COMPLETE
1.28,102,1.1368240697708667,132.24230248994593,0.006696039227382933,COMPLETE
1.28,103,1.1395332462216226,126.3664012133668,0.0066306336233168395,COMPLETE
1.28,104,1.1583379871640591,129.57880922028977,-0.035712745661387046,COMPLETE
1.28,105,1.1317287153035869,115.00067630941302,-0.01210549615604517,COMPLETE
1.28,106,1.1481943330704658,123.3268193494008,-0.00786090838864606,COMPLETE
1.28,107,1.1658404361522257,140.1092388210067,-0.08740852909430163,COMPLETE
1.28,108,1.1163755640595934,131.49763650043724,-0.003442640851714085,COMPLETE
1.28,109,1.1366679523341734,119.1952930766038,-0.00024397164624101464,COMPLETE
1.28,110,1.1442736028199596,217.38642397870058,-0.393162543287906,COMPLETE
1.28,111,1.1391540400691296,125.35513372629633,0.006582511605057739,COMPLETE
1.28,112,1.1308929676570636,127.6376961265047,0.010881117099947879,COMPLETE
1.28,113,1.120680843433936,142.68687534857688,-0.014830799634601988,COMPLETE
1.28,114,1.1521762437540826,136.89011038292233,-0.029135270696400983,COMPLETE
1.28,115,1.1315438378630556,112.7210654273525,-0.02102511858843581,COMPLETE
1.28,116,1.1286298084016861,129.53666648434174,0.010424863410807284,COMPLETE
1.28,117,1.1271133839944107,127.57022709701994,0.009654863104691103,COMPLETE
1.28,118,1.1040912744128415,129.07391917685888,-0.037271052983467445,COMPLETE
1.28,119,1.126795064939204,149.2352149432043,-0.03344641547341487,COMPLETE
1.28,120,1.1127529106536354,118.86187988143271,-0.02754422858393113,COMPLETE
1.28,121,1.1218079620757873,123.29161354476435,0.0005841273380546852,COMPLETE
1.28,122,1.1301246817892205,135.56360224586828,0.005120269905511954,COMPLETE
1.28,123,1.1181080385589086,128.3010519162579,-0.0003927407401516092,COMPLETE
1.28,124,1.1480900680187802,115.9949166909852,-0.02079073317708957,COMPLETE
1.28,125,1.1428004478540887,122.26885356322424,-0.00014535162393691792,COMPLETE
1.28,126,1.1326194452318035,110.47372955248956,-0.03082395172517849,COMPLETE
1.28,127,1.1257250133564198,140.31933343118848,-0.005255817762872539,COMPLETE
1.28,128,1.11048351930109,102.56056159188083,-0.11837890081374258,COMPLETE
1.28,129,1.0976627206974598,126.45522878809919,-0.06587770148810401,COMPLETE
1.28,130,1.1553971342880658,130.86366347265692,-0.02768331743044916,COMPLETE
1.28,131,1.1385018013507648,133.92298172343195,0.003020966419464699,COMPLETE
1.28,132,1.1350545081949752,120.53079473151867,0.003090195012722674,COMPLETE
1.28,133,1.1290970540577996,131.98642481591045,0.009322122262389598,COMPLETE
1.28,134,1.1221627262227012,136.97363818451652,-0.0008057445673892438,COMPLETE
1.28,135,1.1284493148278412,143.52351442477158,-0.013538764996468,COMPLETE
1.28,136,1.1171980251854008,125.32960035357556,-0.0042879645757887275,COMPLETE
1.28,137,1.142527339185002,116.65396095367484,-0.011064862119614105,COMPLETE
1.28,138,1.1285948249451112,130.99243324139886,0.009867010522768282,COMPLETE
1.28,139,1.1240668258040916,129.91348692638155,0.007588474509834242,COMPLETE
1.3,0,1.100474,118.791,-0.23201410375867093,COMPLETE
1.3,1,1.140175425099138,131.55870289605437,-0.11251999409828128,COMPLETE
1.3,2,1.2760013874841787,182.39995018560504,-1.2160711489082043,COMPLETE
1.3,3,1.0501151766135404,222.63359157611995,-0.8842473204236034,COMPLETE
1.3,4,1.1970679199451608,114.77109276129664,-0.3042878290524187,COMPLETE
1.3,5,1.0834061481916204,67.97025500407578,-0.8264994657928959,COMPLETE
1.3,6,1.16297999157465,188.7105271520237,-0.4535306127515071,COMPLETE
1.3,7,1.22095786253744,197.1635232706177,-0.7857190520406565,COMPLETE
1.3,8,1.2820440075650006,102.74157921441437,-1.204416050345214,COMPLETE
1.3,9,1.2181710038102576,155.34616462218236,-0.5730004925377896,COMPLETE
