wavelength_nm,meep_reflectance,analytic_reflectance,meep_transmittance,energy_residual,bare_glass_reflectance
300.0,0.03960552462159279,0.039841316281148585,0.9601990826890108,0.00019539268939638976,0.042579994960947345
301.25523012552304,0.039371376549752805,0.03959017679226675,0.960375780347323,0.0002528431029242828,0.042579994960947345
302.5210084033614,0.03912279715213094,0.039328815632836946,0.9605624828379459,0.00031472000992316396,0.042579994960947345
303.7974683544304,0.03884694040347318,0.03905736685883325,0.9609159750922076,0.00023708450431925154,0.042579994960947345
305.08474576271186,0.038597698054196855,0.038775969946292885,0.9611842740881499,0.00021802785765323573,0.042579994960947345
306.3829787234043,0.0383023781551528,0.03848476974754701,0.9616243556643704,7.326618047676092e-05,0.042579994960947345
307.69230769230774,0.03799929299870884,0.0381839164451951,0.9620539976921402,-5.3290690849028266e-05,0.042579994960947345
309.01287553648064,0.037710437377823806,0.037873565503773285,0.9623536749033713,-6.411228119507228e-05,0.042579994960947345
310.3448275862069,0.03738839403587756,0.037553877619068844,0.9627313846005685,-0.00011977863644607734,0.042579994960947345
311.68831168831167,0.037069131661980045,0.03722501866503045,0.9630613512584453,-0.00013048292042527887,0.042579994960947345
313.0434782608695,0.036748256148127066,0.03688715963822453,0.9632984287257228,-4.668487384984488e-05,0.042579994960947345
314.410480349345,0.036400177161631804,0.036540476599788194,0.9636114528900425,-1.1630051674260677e-05,0.042579994960947345
315.7894736842106,0.03604712350250518,0.03618515061482839,0.9639603739797667,-7.497482271912048e-06,0.042579994960947345
317.1806167400881,0.03568640704549133,0.03582136768921821,0.9642974394796813,1.6153474827418357e-05,0.042579994960947345
318.5840707964602,0.035306748789307854,0.03544931870374022,0.9646850664184565,8.18479223563262e-06,0.042579994960947345
320.0,0.03492435953728207,0.035069199345529156,0.9650785930359385,-2.9525732205826216e-06,0.042579994960947345
321.4285714285714,0.034541370531827285,0.03468121003676541,0.9654592498849197,-6.204167469769928e-07,0.042579994960947345
322.86995515695065,0.034148056886664904,0.03428555586057245,0.9658738815128317,-2.193839949660159e-05,0.042579994960947345
324.32432432432427,0.03375187706292891,0.03388244648407279,0.9662717008090733,-2.3577872002245037e-05,0.042579994960947345
325.7918552036199,0.03335348298015363,0.03347209607855718,0.9666496519858095,-3.1349659631585425e-06,0.042579994960947345
327.27272727272725,0.03294112005710221,0.03305472323672475,0.9670805136892987,-2.163374640096194e-05,0.042579994960947345
328.76712328767127,0.03251894437867085,0.03263055088695311,0.9675220020183345,-4.094639700535918e-05,0.042579994960947345
330.2752293577982,0.03209374537864555,0.03219980620455791,0.9679301040245885,-2.384940323396645e-05,0.042579994960947345
331.7972350230415,0.03165867424759555,0.031762720520006095,0.9683595461591543,-1.8220406749813733e-05,0.042579994960947345
333.3333333333333,0.03121450633713127,0.031319529224047106,0.9688101017244145,-2.4608061545805526e-05,0.042579994960947345
334.8837209302325,0.03076912560417625,0.03087047166973039,0.9692450148140447,-1.4140418220898177e-05,0.042579994960947345
336.4485981308411,0.030319571257174095,0.03041579107127898,0.9696873213085001,-6.89256567421026e-06,0.042579994960947345
338.0281690140845,0.02986253747624183,0.0299557343997935,0.970144230511921,-6.767988162792449e-06,0.042579994960947345
339.62264150943395,0.029401740286164827,0.029490552275762496,0.9705980275636817,2.321501534341408e-07,0.042579994960947345
341.23222748815164,0.02893616240588414,0.029020498858359202,0.9710632872058371,5.503882787305514e-07,0.042579994960947345
342.85714285714283,0.02846324626301827,0.02854583173150896,0.971539818385964,-3.0646489823649148e-06,0.042579994960947345
344.4976076555024,0.027986557114016784,0.0280668117867136,0.9720089730075547,4.469878428503549e-06,0.042579994960947345
346.15384615384613,0.02750734770393579,0.027583703102625236,0.9724855804851965,7.071810867675943e-06,0.042579994960947345
347.82608695652175,0.027022853129266302,0.02709677282136396,0.972977497331442,-3.504607083426592e-07,0.042579994960947345
349.5145631067961,0.026534418454810634,0.026606291021580276,0.9734630068912923,2.574653897080559e-06,0.042579994960947345
