wavelength_nm,solar_irradiance_w_m2_nm,existing_ar_reflectance_tmm,existing_ar_transmittance_tmm,existing_ar_reflectance_meep,existing_ar_transmittance_meep,stacked_retrofit_reflectance_tmm,stacked_retrofit_transmittance_tmm,stacked_minus_existing_transmittance
404.0,1.1801,0.008492430943173328,0.9915075690568267,0.008481061193157564,0.9915188329980195,0.007800867402129051,0.992199132597871,0.0006915635410442711
405.0,1.1511,0.008338151153344606,0.9916618488466554,0.00832736561802967,0.9916714365764782,0.008076928385424984,0.991923071614575,0.0002612227679196222
406.0,1.1227,0.008185954999186429,0.9918140450008136,0.008175954711065324,0.9918219922694184,0.008354645948258039,0.9916453540517419,-0.00016869094907168147
407.0,1.1026,0.008035833082245846,0.9919641669177541,0.00802558469820078,0.9919715237323542,0.008633848670878963,0.991366151329121,-0.0005980155886331495
408.0,1.1514,0.0078877757628856,0.9921122242371144,0.00787889784907401,0.9921174309968134,0.008914368860852808,0.9910856311391472,-0.0010265930979672655
409.0,1.2299,0.007741773170224917,0.992258226829775,0.007732210999947239,0.9922633382612726,0.009196042551378495,0.9908039574486215,-0.0014542693811535612
410.0,1.0485,0.0075978152118334795,0.9924021847881666,0.007589904280475587,0.9924044488297648,0.009478709495888539,0.9905212905041114,-0.0018808942840551346
411.0,1.1738,0.007455891583183471,0.9925441084168165,0.007448035573969447,0.9925450797286601,0.009762213159125448,0.9902377868408746,-0.0023063215759419053
412.0,1.2478,0.007315991776864247,0.9926840082231357,0.007308864805026132,0.992683455790324,0.010046400704887722,0.9899535992951123,-0.0027304089280234534
413.0,1.1971,0.0071781050915640165,0.992821894908436,0.007171717489254935,0.9928201407240642,0.01033112298063073,0.9896688770193692,-0.003153017889066745
414.0,1.1842,0.007042220640823525,0.9929577793591765,0.007035533850960019,0.9929561098311804,0.010616234499103778,0.9893837655008962,-0.003574013858280267
415.0,1.2258,0.006908327361565943,0.993091672638434,0.006903044309657508,0.9930893349362381,0.01090159341719769,0.9890984065828023,-0.003993266055631661
416.0,1.2624,0.006776414022407398,0.9932235859775926,0.006770554768354996,0.9932225600412958,0.01118706151217186,0.9888129384878281,-0.0044106474897644965
417.0,1.2312,0.006646469231752706,0.9933535307682473,0.006641914296023863,0.9933517119977137,0.01147250415542448,0.9885274958445756,-0.004826034923671729
418.0,1.1777,0.006518481445680517,0.9934815185543194,0.006514147371260703,0.9934799395516032,0.011757790283963647,0.9882422097160364,-0.005239308838283052
419.0,1.2258,0.006392438975621974,0.993607561024378,0.006388241407820253,0.9936060515349113,0.012042792369731424,0.9879572076302686,-0.005650353394109353
420.0,1.1232,0.006268329995837473,0.9937316700041625,0.006265181620520415,0.993728927939683,0.012327386386927779,0.9876726136130722,-0.006059056391090278
421.0,1.2757,0.006146142550695178,0.9938538574493048,0.006142121833220578,0.9938518043444547,0.0126114517774758,0.9873885482225242,-0.006465309226780569
422.0,1.2583,0.006025864561755776,0.9939741354382442,0.006023418034805524,0.993970883941198,0.012894871414763979,0.987105128585236,-0.006869006853008175
423.0,1.2184,0.005907483834667258,0.9940925161653328,0.005904956235772957,0.994089752604162,0.013177531565796386,0.9868224684342036,-0.007270047731129159
424.0,1.2117,0.005790988065873764,0.9942090119341263,0.0057886573070225255,0.9942067655468771,0.013459321851876475,0.9865406781481235,-0.0076683337860027345
