existing_ar_refractive_index,existing_ar_thickness_nm,active_refractive_index,active_extinction_coefficient,active_thickness_nm,primer_refractive_index,primer_thickness_nm,incident_power_w_m2,baseline_transmitted_power_w_m2,retrofit_transmitted_power_w_m2,additional_transmitted_power_w_m2,baseline_weighted_transmittance_percent,retrofit_weighted_transmittance_percent,absolute_gain_percentage_points,relative_gain_percent,retrofit_absorbed_power_w_m2,retrofit_weighted_absorptance_percent,passes_positive_gain_gate,passes_provisional_margin_gate,maximum_physical_violation
1.25,80.0,1.08,1e-05,135.0,1.2,50.0,836.08151675,823.7195532370972,831.8621846398725,8.142631402775237,98.52144040201297,99.49534441013253,0.9739040081195811,0.9885198634384589,0.023398361120582287,0.002798574140418263,True,True,0.0
1.25,80.0,1.08,1e-05,135.0,1.2,75.0,836.08151675,823.7195532370972,830.9634550426974,7.243901805600217,98.52144040201297,99.38785135124176,0.8664109492287992,0.8794136034688923,0.022988199425181603,0.002749516520176273,True,True,0.0
1.25,80.0,1.08,1e-05,135.0,1.25,30.0,836.08151675,823.7195532370972,832.4135849765993,8.694031739502066,98.52144040201297,99.56129495749904,1.0398545554860894,1.0554601630294915,0.023447208311994393,0.002804416536217417,True,True,0.0
1.25,80.0,1.08,1e-05,135.0,1.25,50.0,836.08151675,823.7195532370972,831.8126222964797,8.093069059382515,98.52144040201297,99.48941647817855,0.9679760761656038,0.9825029681009682,0.022986075684062558,0.0027492625089253963,True,True,0.0
1.25,80.0,1.08,1e-05,135.0,1.25,75.0,836.08151675,823.7195532370972,829.5129501416563,5.793396904559131,98.52144040201297,99.2143628968289,0.6929224948159496,0.703321522694457,0.022646659689773977,0.0027086664680503448,True,True,0.0
1.25,80.0,1.08,0.0001,100.0,1.15,30.0,836.08151675,823.7195532370972,831.2895363850455,7.569983147948278,98.52144040201297,99.42685249357243,0.9054120915594656,0.9190000550793475,0.17828011863777415,0.021323293849477884,True,True,0.0
1.25,80.0,1.08,0.0001,100.0,1.15,50.0,836.08151675,823.7195532370972,831.4103288180438,7.6907755809465925,98.52144040201297,99.4412999404515,0.9198595384385517,0.9336643218827295,0.17658264191122894,0.02112026619098549,True,True,0.0
1.25,80.0,1.08,0.0001,100.0,1.15,75.0,836.08151675,823.7195532370972,830.9121154651859,7.192562228088718,98.52144040201297,99.38171085220154,0.8602704501885783,0.8731809509465936,0.17333380083659636,0.020731686727195716,True,True,0.0
1.25,80.0,1.08,0.0001,100.0,1.2,30.0,836.08151675,823.7195532370972,831.9152408751048,8.195687638007598,98.52144040201297,99.50169023098486,0.9802498289719067,0.9949609191380423,0.17448367263433173,0.020869217790219944,True,True,0.0
1.25,80.0,1.08,0.0001,100.0,1.2,50.0,836.08151675,823.7195532370972,831.8688615743529,8.149308337255661,98.52144040201297,99.496143008636,0.9747026066230355,0.9893304469015058,0.17116806674860463,0.020472652883652524,True,True,0.0
1.25,80.0,1.08,0.0001,100.0,1.2,75.0,836.08151675,823.7195532370972,830.7812528558518,7.061699618754574,98.52144040201297,99.36605895621861,0.8446185542056565,0.8572941592806834,0.16747071353284904,0.020030428872992907,True,True,0.0
1.25,80.0,1.08,0.0001,100.0,1.25,30.0,836.08151675,823.7195532370972,832.1093424701795,8.389789233082297,98.52144040201297,99.52490586142115,1.0034654594081835,1.0185249579315745,0.1706889761760334,0.02041535098629286,True,True,0.0
1.25,80.0,1.08,0.0001,100.0,1.25,50.0,836.08151675,823.7195532370972,831.2386482367319,7.519094999634717,98.52144040201297,99.4207659879753,0.8993255859623352,0.9128222063062331,0.16602618966998348,0.019857655784014612,True,True,0.0
1.25,80.0,1.08,0.0001,100.0,1.25,75.0,836.08151675,823.7195532370972,828.7562072148389,5.036653977741707,98.52144040201297,99.12385223349563,0.6024118314826635,0.6114525214253316,0.16238098190556707,0.019421668659387582,True,True,0.0
1.25,80.0,1.08,0.0001,110.0,1.15,30.0,836.08151675,823.7195532370972,831.168375029876,7.448821792778745,98.52144040201297,99.41236092154956,0.8909205195366191,0.9042910009245216,0.19646556207607374,0.023498374038906027,True,True,0.0
1.25,80.0,1.08,0.0001,110.0,1.15,50.0,836.08151675,823.7195532370972,831.2598511985075,7.5402979614102605,98.52144040201297,99.42330198014243,0.9018615781294582,0.9153962573521527,0.1944326860464563,0.02325523075815039,True,True,0.0
1.25,80.0,1.08,0.0001,110.0,1.15,75.0,836.08151675,823.7195532370972,830.7859294178537,7.066376180756492,98.52144040201297,99.36661829904683,0.8451778970338651,0.8578618964411697,0.19083361065694038,0.022824761322166903,True,True,0.0
1.25,80.0,1.08,0.0001,110.0,1.2,30.0,836.08151675,823.7195532370972,831.9411815707839,8.221628333686681,98.52144040201297,99.50479288247989,0.983352480466933,0.9981101336464439,0.19267069658302716,0.023044487017482816,True,True,0.0
1.25,80.0,1.08,0.0001,110.0,1.2,50.0,836.08151675,823.7195532370972,831.9307201410655,8.21116690396832,98.52144040201297,99.5035416372952,0.9821012352822497,0.9968401104113209,0.1891611930924319,0.02262473087884249,True,True,0.0
1.25,80.0,1.08,0.0001,110.0,1.2,75.0,836.08151675,823.7195532370972,830.8947229385186,7.175169701421396,98.52144040201297,99.37963060926842,0.8581902072554574,0.871069488787055,0.1853180399212194,0.02216506838251659,True,True,0.0
1.25,80.0,1.08,0.0001,110.0,1.25,30.0,836.08151675,823.7195532370972,832.2864879755246,8.566934738427335,98.52144040201297,99.54609344920966,1.0246530471967086,1.0400305182462328,0.18890022821870772,0.022593518028361285,True,True,0.0
