existing_ar_refractive_index,existing_ar_thickness_nm,active_refractive_index,active_extinction_coefficient,active_thickness_nm,primer_refractive_index,primer_thickness_nm,incident_power_w_m2,baseline_transmitted_power_w_m2,retrofit_transmitted_power_w_m2,additional_transmitted_power_w_m2,baseline_weighted_transmittance_percent,retrofit_weighted_transmittance_percent,absolute_gain_percentage_points,relative_gain_percent,retrofit_absorbed_power_w_m2,retrofit_weighted_absorptance_percent,passes_positive_gain_gate,passes_provisional_margin_gate,maximum_physical_violation
1.25,140.0,1.1,1e-05,100.0,1.25,30.0,836.08151675,827.3098127162095,827.3551489532267,0.0453362370171817,98.95085540607481,98.95627787219908,0.005422466124285566,0.005479958815952459,0.01623796566122764,0.0019421510146938239,True,False,0.0
1.25,140.0,1.1,1e-05,100.0,1.25,50.0,836.08151675,827.3098127162095,825.670777688246,-1.6390350279635868,98.95085540607481,98.75481769980726,-0.1960377062675434,-0.1981162320053155,0.016187769658770196,0.0019361472935910584,False,False,0.0
1.25,140.0,1.1,1e-05,100.0,1.25,75.0,836.08151675,827.3098127162095,824.2683041748763,-3.041508541333201,98.95085540607481,98.58707406652839,-0.363781339546423,-0.3676383979234299,0.016185412943847368,0.0019358654173773622,False,False,0.0
1.25,140.0,1.1,1e-05,110.0,1.15,30.0,836.08151675,827.3098127162095,830.0542986248515,2.744485908641991,98.95085540607481,99.27911118660087,0.32825578052607884,0.3317361726475045,0.018669278586402566,0.002232949564412502,True,True,0.0
1.25,140.0,1.1,1e-05,110.0,1.15,50.0,836.08151675,827.3098127162095,829.631451196429,2.3216384802194625,98.95085540607481,99.2285362821267,0.27768087605190594,0.2806250384722379,0.018848689229223087,0.002254408075242633,True,True,0.0
1.25,140.0,1.1,1e-05,110.0,1.15,75.0,836.08151675,827.3098127162095,829.2213656901461,1.911552973936523,98.95085540607481,99.17948777452699,0.2286323684521905,0.23105648507426071,0.018880863944467002,0.0022582563501535513,True,True,0.0
1.25,140.0,1.1,1e-05,110.0,1.2,30.0,836.08151675,827.3098127162095,829.1030534382944,1.7932407220848745,98.95085540607481,99.16533697110874,0.21448156503393656,0.21675564516723633,0.018357772688366067,0.0021956917262955468,True,True,0.0
1.25,140.0,1.1,1e-05,110.0,1.2,50.0,836.08151675,827.3098127162095,828.3411120577088,1.0312993414992206,98.95085540607481,99.07420454378904,0.12334913771423481,0.1246569695714446,0.018410727814279822,0.0022020254539109594,True,True,0.0
1.25,140.0,1.1,1e-05,110.0,1.2,75.0,836.08151675,827.3098127162095,827.8020841830686,0.49227146685905154,98.95085540607481,99.00973381170834,0.05887840563353197,0.059502674728688906,0.018403782492013337,0.002201194754735419,True,False,0.0
1.25,140.0,1.1,1e-05,110.0,1.25,30.0,836.08151675,827.3098127162095,827.7284405729522,0.4186278567426598,98.95085540607481,99.00092562630523,0.05007022023043183,0.050601098924262476,0.018049734885186845,0.002158848691614357,True,False,0.0
1.25,140.0,1.1,1e-05,110.0,1.25,50.0,836.08151675,827.3098127162095,826.0738033847275,-1.2360093314820233,98.95085540607481,98.80302181488544,-0.14783359118936334,-0.14940102395546095,0.01800174918045259,0.0021531093344137834,False,False,0.0
1.25,140.0,1.1,1e-05,110.0,1.25,75.0,836.08151675,827.3098127162095,824.7074639587715,-2.602348757437994,98.95085540607481,98.63960001945247,-0.31125538662232294,-0.31455552894918615,0.0180012402027884,0.0021530484578540228,False,False,0.0
1.25,140.0,1.1,1e-05,116.736,1.15,30.0,836.08151675,827.3098127162095,829.9936627692362,2.6838500530266174,98.95085540607481,99.27185880099006,0.32100339491527424,0.32440689228803493,0.019873432926819316,0.0023769731214811378,True,True,0.0
1.25,140.0,1.1,1e-05,116.736,1.15,50.0,836.08151675,827.3098127162095,829.5170661350619,2.2072534188523605,98.95085540607481,99.2148551925349,0.2639997864600994,0.2667988926186604,0.020032257454992423,0.0023959694184918032,True,True,0.0
1.25,140.0,1.1,1e-05,116.736,1.15,75.0,836.08151675,827.3098127162095,829.1215145609298,1.8117018447202327,98.95085540607481,99.16754502406356,0.21668961798876327,0.21898710940851576,0.020042426823330316,0.002397185731510828,True,True,0.0
1.25,140.0,1.1,1e-05,116.736,1.2,30.0,836.08151675,827.3098127162095,829.1504002042453,1.8405874880357942,98.95085540607481,99.17099990767682,0.22014450160200771,0.2224786240589615,0.01957085663239153,0.0023407833136255647,True,True,0.0
1.25,140.0,1.1,1e-05,116.736,1.2,50.0,836.08151675,827.3098127162095,828.3741056679187,1.0642929517091488,98.95085540607481,99.07815076309288,0.12729535701808695,0.12864502938927805,0.019613559032795047,0.002345890758240476,True,True,0.0
1.25,140.0,1.1,1e-05,116.736,1.2,75.0,836.08151675,827.3098127162095,827.8585272693002,0.5487145530906901,98.95085540607481,99.0164847187791,0.0656293127042974,0.06632515952991778,0.01959613553015832,0.0023438068104091143,True,False,0.0
1.25,140.0,1.1,1e-05,116.736,1.25,30.0,836.08151675,827.3098127162095,827.8851758820767,0.575363165867202,98.95085540607481,99.01967204109667,0.06881663502187474,0.06954627601698322,0.019273236608152736,0.002305186303253215,True,False,0.0
1.25,140.0,1.1,1e-05,116.736,1.25,50.0,836.08151675,827.3098127162095,826.2505498802018,-1.059262836007747,98.95085540607481,98.82416167887396,-0.12669372720082284,-0.12803702068152598,0.019226693093031513,0.002299619439952356,False,False,0.0
1.25,140.0,1.1,1e-05,116.736,1.25,75.0,836.08151675,827.3098127162095,824.9076426622892,-2.402170053920372,98.95085540607481,98.66354250586167,-0.2873129002131325,-0.29035918793633164,0.019227703965128705,0.002299740345878027,False,False,0.0
1.25,140.0,1.1,1e-05,125.0,1.15,30.0,836.08151675,827.3098127162095,829.8478597579756,2.538047041766049,98.95085540607481,99.25441994983267,0.30356454375787384,0.30678314251261884,0.021341041141158097,0.002552507227299389,True,True,0.0
1.25,140.0,1.1,1e-05,125.0,1.15,50.0,836.08151675,827.3098127162095,829.3335242493515,2.0237115331419773,98.95085540607481,99.19290256207562,0.2420471560008299,0.24461350536841356,0.021474654579576043,0.0025684881377418685,True,True,0.0
1.25,140.0,1.1,1e-05,125.0,1.15,75.0,836.08151675,827.3098127162095,828.9788918996379,1.66907918342838,98.95085540607481,99.15048656045272,0.19963115437791193,0.2017477803083814,0.021461558875476627,0.002566921818688396,True,True,0.0
1.25,140.0,1.1,1e-05,125.0,1.2,30.0,836.08151675,827.3098127162095,829.1221777061146,1.8123649899050633,98.95085540607481,99.16762433991633,0.21676893384152943,0.21906726622215894,0.021053245641343935,0.0025180852846958877,True,True,0.0
1.25,140.0,1.1,1e-05,125.0,1.2,50.0,836.08151675,827.3098127162095,828.3426512772294,1.0328385610198438,98.95085540607481,99.0743886430054,0.12353323693061342,0.12484302073353219,0.021083599964264083,0.0025217158305591834,True,True,0.0
1.25,140.0,1.1,1e-05,125.0,1.2,75.0,836.08151675,827.3098127162095,827.8658481538205,0.5560354376109444,98.95085540607481,99.01736033728922,0.06650493121440534,0.06721006194588437,0.021055446018635272,0.0025183484620592495,True,False,0.0
1.25,140.0,1.1,1e-05,125.0,1.25,30.0,836.08151675,827.3098127162095,827.9752476159797,0.6654348997701618,98.95085540607481,99.030445121484,0.07958971540918972,0.080433579965094,0.02077219772917087,0.002484470391106857,True,False,0.0
1.25,140.0,1.1,1e-05,125.0,1.25,50.0,836.08151675,827.3098127162095,826.3655728068392,-0.9442399093703671,98.95085540607481,98.83791906070016,-0.112936345374647,-0.11413377369117074,0.0207275437861746,0.002479129531142646,False,False,0.0
1.25,140.0,1.1,1e-05,125.0,1.25,75.0,836.08151675,827.3098127162095,825.0500805736372,-2.259732142572375,98.95085540607481,98.68057887235157,-0.27027653372321425,-0.2731421902459081,0.020730656001448827,0.002479501769400744,False,False,0.0
1.25,140.0,1.1,1e-05,135.0,1.15,30.0,836.08151675,827.3098127162095,829.5871100890613,2.2772973728517627,98.95085540607481,99.22323283904377,0.27237743296898004,0.27526536466127227,0.023099670686457126,0.0027628491030694856,True,True,0.0
1.25,140.0,1.1,1e-05,135.0,1.15,50.0,836.08151675,827.3098127162095,829.0657089194392,1.7558962032296677,98.95085540607481,99.16087035892953,0.21001495285473523,0.21224167491314277,0.023204995528500298,0.0027754465400338366,True,True,0.0
1.25,140.0,1.1,1e-05,135.0,1.15,75.0,836.08151675,827.3098127162095,828.7853110321652,1.4754983159556332,98.95085540607481,99.12733321193411,0.17647780585930925,0.17834894416534264,0.023169816879148368,0.0027712389778946,True,True,0.0
1.25,140.0,1.1,1e-05,135.0,1.2,30.0,836.08151675,827.3098127162095,828.9770892353581,1.6672765191485723,98.95085540607481,99.15027095177776,0.199415545702957,0.2015298856029035,0.022833563825553713,0.002731021242319996,True,True,0.0
1.25,140.0,1.1,1e-05,135.0,1.2,50.0,836.08151675,827.3098127162095,828.212999487993,0.903186771783453,98.95085540607481,99.05888156784121,0.10802616176641522,0.10917152896061096,0.02285045023932097,0.0027330409513350805,True,True,0.0
1.25,140.0,1.1,1e-05,135.0,1.2,75.0,836.08151675,827.3098127162095,827.7929290021626,0.48311628595308775,98.95085540607481,99.00863880114744,0.05778339507265369,0.058396054117493004,0.02281253751454928,0.002728506378567695,True,False,0.0
1.25,140.0,1.1,1e-05,135.0,1.25,30.0,836.08151675,827.3098127162095,827.9454126343179,0.6355999181083689,98.95085540607481,99.02687669172396,0.07602128564916262,0.07682731527401784,0.022576244661143392,0.0027002444389515197,True,False,0.0
1.25,140.0,1.1,1e-05,135.0,1.25,50.0,836.08151675,827.3098127162095,826.3664512146719,-0.9433615015376517,98.95085540607481,98.83802412316297,-0.11283128291182282,-0.114027597284314,0.022534221897343547,0.002695218282654799,False,False,0.0
1.25,140.0,1.1,1e-05,135.0,1.25,75.0,836.08151675,827.3098127162095,825.0819800877441,-2.2278326284654213,98.95085540607481,98.68439423167575,-0.26646117439904776,-0.26928637787469717,0.022540050687443053,0.002695915438372601,False,False,0.0
1.25,140.0,1.1,0.0001,100.0,1.15,30.0,836.08151675,827.3098127162095,829.8806566320341,2.5708439158245255,98.95085540607481,99.25834263839849,0.3074872323236926,0.3107474221034529,0.16870150640324355,0.020177638546420306,True,True,0.0
1.25,140.0,1.1,0.0001,100.0,1.15,50.0,836.08151675,827.3098127162095,829.5743370536768,2.2645243374672646,98.95085540607481,99.22170511296342,0.27084970688861537,0.2737214405849263,0.17077703013240791,0.02042588272926414,True,True,0.0
1.25,140.0,1.1,0.0001,100.0,1.15,75.0,836.08151675,827.3098127162095,829.1812353545107,1.8714226383011692,98.95085540607481,99.17468796316513,0.2238325570903334,0.22620578283206216,0.17146286878242376,0.020507912846695966,True,True,0.0
1.25,140.0,1.1,0.0001,100.0,1.2,30.0,836.08151675,827.3098127162095,828.757065254311,1.447252538101452,98.95085540607481,99.12395485978922,0.17309945371441582,0.17493477242217848,0.16552178172008733,0.019797325787502207,True,True,0.0
1.25,140.0,1.1,0.0001,100.0,1.2,50.0,836.08151675,827.3098127162095,828.0354617891443,0.7256490729347433,98.95085540607481,99.03764707152813,0.08679166545332476,0.08771189000554758,0.16619304741259894,0.019877612898156313,True,False,0.0
1.25,140.0,1.1,0.0001,100.0,1.2,75.0,836.08151675,827.3098127162095,827.4794706491507,0.16965793294116338,98.95085540607481,98.97114743855516,0.020292032480356034,0.02050718247667646,0.16630262458259198,0.019890718937196503,True,False,0.0
1.25,140.0,1.1,0.0001,100.0,1.25,30.0,836.08151675,827.3098127162095,827.2066790265455,-0.10313368966399139,98.95085540607481,98.938520043123,-0.01233536295179574,-0.012466150900034004,0.16235502785347872,0.019418564410391713,False,False,0.0
1.25,140.0,1.1,0.0001,100.0,1.25,50.0,836.08151675,827.3098127162095,825.5228705973017,-1.7869421189078594,98.95085540607481,98.73712718901601,-0.2137282170587895,-0.21599430968200428,0.16185280031050947,0.019358495202675997,False,False,0.0
1.25,140.0,1.1,0.0001,100.0,1.25,75.0,836.08151675,827.3098127162095,824.1205510285677,-3.1892616876418742,98.95085540607481,98.56940196837185,-0.38145343770295403,-0.38549786774206685,0.16182893479976063,0.01935564075484158,False,False,0.0
1.25,140.0,1.1,0.0001,110.0,1.15,30.0,836.08151675,827.3098127162095,829.8872390408338,2.577426324624298,98.95085540607481,99.25912993110475,0.30827452502995406,0.311543062225037,0.18666187093938763,0.02232579804717799,True,True,0.0
1.25,140.0,1.1,0.0001,110.0,1.15,50.0,836.08151675,827.3098127162095,829.4637172321882,2.1539045159786383,98.95085540607481,99.20847436700474,0.25761896092994074,0.26035041321545255,0.18845514561055174,0.022540283672710642,True,True,0.0
1.25,140.0,1.1,0.0001,110.0,1.15,75.0,836.08151675,827.3098127162095,829.053540967376,1.7437282511664307,98.95085540607481,99.1594150041801,0.20855959810529212,0.21077088949802877,0.1887767857687795,0.022578753624716997,True,True,0.0
1.25,140.0,1.1,0.0001,110.0,1.2,30.0,836.08151675,827.3098127162095,828.9376590243627,1.6278463081531527,98.95085540607481,99.14555487921719,0.19469947314238994,0.19676381001799498,0.18354776325451025,0.021953333446240217,True,True,0.0
1.25,140.0,1.1,0.0001,110.0,1.2,50.0,836.08151675,827.3098127162095,828.1756437552565,0.8658310390469524,98.95085540607481,99.05441361441943,0.10355820834463536,0.10465620324316843,0.18407680082967398,0.022016609282933773,True,True,0.0
1.25,140.0,1.1,0.0001,110.0,1.2,75.0,836.08151675,827.3098127162095,827.6366441779301,0.32683146172053057,98.95085540607481,98.98994626685486,0.03909086078005689,0.0395053288014901,0.18400720921265976,0.022008285738444384,True,False,0.0
1.25,140.0,1.1,0.0001,110.0,1.25,30.0,836.08151675,827.3098127162095,827.5648331842254,0.25502046801591405,98.95085540607481,98.98135727256829,0.030501866493499907,0.03082526812762382,0.18046830430100297,0.02158501302630345,True,False,0.0
1.25,140.0,1.1,0.0001,110.0,1.25,50.0,836.08151675,827.3098127162095,825.9107862892736,-1.3990264269359614,98.95085540607481,98.78352406350736,-0.16733134256743648,-0.1691055038187812,0.17998814530548918,0.021527583339616886,False,False,0.0
1.25,140.0,1.1,0.0001,110.0,1.25,75.0,836.08151675,827.3098127162095,824.5446052190921,-2.7652074971174443,98.95085540607481,98.62012120830586,-0.33073419776893354,-0.33424086776376577,0.17998272521412,0.02152693506654057,False,False,0.0
1.25,140.0,1.1,0.0001,116.736,1.15,30.0,836.08151675,827.3098127162095,829.8165553056971,2.506742589487544,98.95085540607481,99.25067576321315,0.29982035713834526,0.3029992574677012,0.19870035406874406,0.023765667591974557,True,True,0.0
1.25,140.0,1.1,0.0001,116.736,1.15,50.0,836.08151675,827.3098127162095,829.3393964114528,2.0295836952432182,98.95085540607481,99.19360490532608,0.24274949925129036,0.2453232953420102,0.2002878111290058,0.023955536286409094,True,True,0.0
1.25,140.0,1.1,0.0001,116.736,1.15,75.0,836.08151675,827.3098127162095,828.9438366814147,1.6340239652051878,98.95085540607481,99.14629376136304,0.19543835528824202,0.1975105262973236,0.20038946882532693,0.02396769511234706,True,True,0.0
1.25,140.0,1.1,0.0001,116.736,1.2,30.0,836.08151675,827.3098127162095,828.9749003301905,1.6650876139809725,98.95085540607481,99.1500091465442,0.1991537404694065,0.2012653045313442,0.19567554282138078,0.0234038833416635,True,True,0.0
1.25,140.0,1.1,0.0001,116.736,1.2,50.0,836.08151675,827.3098127162095,828.1985928296192,0.8887801134096662,98.95085540607481,99.0571584513645,0.10630304528971232,0.10743014282541125,0.1961020685390845,0.023454898189995715,True,True,0.0
1.25,140.0,1.1,0.0001,116.736,1.2,75.0,836.08151675,827.3098127162095,827.6830772126211,0.3732644964115934,98.95085540607481,98.99549991608174,0.044644510006935686,0.045117861612942525,0.19592772336822595,0.02343404553778828,True,False,0.0
1.25,140.0,1.1,0.0001,116.736,1.25,30.0,836.08151675,827.3098127162095,827.711408088936,0.4015953727264332,98.95085540607481,98.99888844647587,0.048033040401073215,0.048542319522105276,0.1927002549345274,0.0230480223607368,True,False,0.0
1.25,140.0,1.1,0.0001,116.736,1.25,50.0,836.08151675,827.3098127162095,826.0773901743314,-1.2324225418781225,98.95085540607481,98.80345081487312,-0.14740459120167754,-0.1489674754167189,0.19223449556184657,0.022992314949037123,False,False,0.0
1.25,140.0,1.1,0.0001,116.736,1.25,75.0,836.08151675,827.3098127162095,824.734642926223,-2.5751697899864894,98.95085540607481,98.64285077513921,-0.3080046309355863,-0.31127030652903,0.19224425125152272,0.02299348178378717,False,False,0.0
1.25,140.0,1.1,0.0001,125.0,1.15,30.0,836.08151675,827.3098127162095,829.6585055162308,2.34869280002124,98.95085540607481,99.2317721292612,0.2809167231863986,0.2838951942694904,0.2133726399958656,0.025520554601575644,True,True,0.0
1.25,140.0,1.1,0.0001,125.0,1.15,50.0,836.08151675,827.3098127162095,829.1437329702353,1.8339202540257702,98.95085540607481,99.17020246940356,0.21934706332877082,0.22167273080016714,0.21470804529931853,0.02568027650389014,True,True,0.0
1.25,140.0,1.1,0.0001,125.0,1.15,75.0,836.08151675,827.3098127162095,828.7891660869207,1.4793533707111237,98.95085540607481,99.1277942979261,0.17693889185131587,0.17881491890615148,0.21457712566194334,0.025664617787036298,True,True,0.0
1.25,140.0,1.1,0.0001,125.0,1.2,30.0,836.08151675,827.3098127162095,828.9343464570018,1.6245337407922307,98.95085540607481,99.1451586777351,0.19430327166029063,0.19636340773701078,0.2104956164248167,0.025176446579401875,True,True,0.0
1.25,140.0,1.1,0.0001,125.0,1.2,50.0,836.08151675,827.3098127162095,828.1548738269446,0.8450611107350596,98.95085540607481,99.05192941546325,0.10107400938845831,0.10214566511190884,0.21079868267557594,0.02521269498876001,True,True,0.0
1.25,140.0,1.1,0.0001,125.0,1.2,75.0,836.08151675,827.3098127162095,827.6781612036893,0.36834848747980686,98.95085540607481,98.99491193406882,0.044056527994021925,0.04452364541288968,0.21051705988771505,0.025179011336841046,True,False,0.0
1.25,140.0,1.1,0.0001,125.0,1.25,30.0,836.08151675,827.3098127162095,827.7890677613474,0.47925504513784745,98.95085540607481,99.00817697526828,0.05732156919349186,0.057929331644739644,0.20768602016484855,0.024840403238689173,True,False,0.0
1.25,140.0,1.1,0.0001,125.0,1.25,50.0,836.08151675,827.3098127162095,826.1800210009162,-1.1297917152933223,98.95085540607481,98.81572603260352,-0.13512937347126475,-0.13656210743880934,0.20723912902801667,0.02478695257294918,False,False,0.0
1.25,140.0,1.1,0.0001,125.0,1.25,75.0,836.08151675,827.3098127162095,824.8646900920141,-2.445122624195392,98.95085540607481,98.65840513953859,-0.29245026653621353,-0.29555102412814455,0.20726986931893832,0.024790629282732356,False,False,0.0
1.25,140.0,1.1,0.0001,135.0,1.15,30.0,836.08151675,827.3098127162095,829.3830412932217,2.0732285770121734,98.95085540607481,99.19882507595474,0.24796966987994037,0.2505988137872298,0.23095428044836636,0.027623416595325224,True,True,0.0
1.25,140.0,1.1,0.0001,135.0,1.15,50.0,836.08151675,827.3098127162095,828.8613259512649,1.5515132350553813,98.95085540607481,99.13642501908171,0.18556961300692232,0.18753714886584982,0.23200686624774602,0.027749311711805166,True,True,0.0
1.25,140.0,1.1,0.0001,135.0,1.15,75.0,836.08151675,827.3098127162095,828.5810433519099,1.2712306357003627,98.95085540607481,99.10290166116269,0.15204625508788497,0.1536583533956499,0.23165517927548307,0.027707247993708634,True,True,0.0
1.25,140.0,1.1,0.0001,135.0,1.2,30.0,836.08151675,827.3098127162095,828.7744325095401,1.4646197933305984,98.95085540607481,99.12603208011777,0.17517667404296178,0.17703401686025982,0.22829409508853882,0.027305243629348396,True,True,0.0
1.25,140.0,1.1,0.0001,135.0,1.2,50.0,836.08151675,827.3098127162095,828.0104602903604,0.7006475741508211,98.95085540607481,99.03465675320592,0.08380134713112244,0.08468986628485245,0.22846250407839475,0.02732538628128867,True,False,0.0
1.25,140.0,1.1,0.0001,135.0,1.2,75.0,836.08151675,827.3098127162095,827.5904946090883,0.28068189287876066,98.95085540607481,98.9844265217203,0.03357111564549614,0.03392705955671318,0.22808331254048866,0.027280032864150584,True,False,0.0
1.25,140.0,1.1,0.0001,135.0,1.25,30.0,836.08151675,827.3098127162095,827.744302402892,0.43448968668246835,98.95085540607481,99.00282278939544,0.051967383320637,0.0525183770341076,0.22572172669404889,0.026997574060896604,True,False,0.0
1.25,140.0,1.1,0.0001,135.0,1.25,50.0,836.08151675,827.3098127162095,826.1659896884041,-1.1438230278054107,98.95085540607481,98.81404780957969,-0.13680759649509508,-0.13825812413006808,0.2253011123812239,0.026947266249469318,False,False,0.0
1.25,140.0,1.1,0.0001,135.0,1.25,75.0,836.08151675,827.3098127162095,824.8816821000487,-2.4281306161608427,98.95085540607481,98.66043747821539,-0.290417927859406,-0.29349713720774634,0.2253589838167704,0.02695418799506315,False,False,0.0
1.25,140.0,1.1,0.001,100.0,1.15,30.0,836.08151675,827.3098127162095,828.36249351338,1.0526807971704102,98.95085540607481,99.07676188481892,0.1259064787441266,0.12724142527867116,1.6843746970983937,0.20146058289218768,True,True,0.0
1.25,140.0,1.1,0.001,100.0,1.15,50.0,836.08151675,827.3098127162095,828.0477688786631,0.7379561624535427,98.95085540607481,99.03911906789118,0.08826366181638744,0.08919949348004196,1.7050425181408768,0.20393256925098469,True,False,0.0
1.25,140.0,1.1,0.001,100.0,1.15,75.0,836.08151675,827.3098127162095,827.6521981116427,0.34238539543321167,98.95085540607481,98.99180660384367,0.04095119776886417,0.04138539035444264,1.7118788441148924,0.20475023186366745,True,False,0.0
1.25,140.0,1.1,0.001,100.0,1.2,30.0,836.08151675,827.3098127162095,827.2560639278216,-0.05374878838790664,98.95085540607481,98.94442675201283,-0.006428654061967295,-0.0064968150457976,1.6526691415639378,0.19766842209216173,False,False,0.0
1.25,140.0,1.1,0.001,100.0,1.2,50.0,836.08151675,827.3098127162095,826.5328025809843,-0.7770101352252823,98.95085540607481,98.85792067188217,-0.09293473419262528,-0.09392009175791301,1.659329332069394,0.1984650179230737,False,False,0.0
1.25,140.0,1.1,0.001,100.0,1.2,75.0,836.08151675,827.3098127162095,825.9763961485978,-1.333416567611721,98.95085540607481,98.79137136762901,-0.15948403844579082,-0.1611749972158399,1.6604064994198364,0.1985938531297925,False,False,0.0
1.25,140.0,1.1,0.001,100.0,1.25,30.0,836.08151675,827.3098127162095,825.7240223751295,-1.5857903410800418,98.95085540607481,98.76118606052529,-0.18966934554949805,-0.1916803495746777,1.6210910365715376,0.193891505085893,False,False,0.0
1.25,140.0,1.1,0.001,100.0,1.25,50.0,836.08151675,827.3098127162095,824.045848475273,-3.2639642409365024,98.95085540607481,98.5604671274744,-0.3903882786004075,-0.3945274419289565,1.6160421222491264,0.19328762684899126,False,False,0.0
1.25,140.0,1.1,0.001,100.0,1.25,75.0,836.08151675,827.3098127162095,822.6450792791888,-4.664733437020686,98.95085540607481,98.3929273400229,-0.5579280660519023,-0.5638436007069121,1.6157737155627103,0.19325552391631798,False,False,0.0
1.25,140.0,1.1,0.001,110.0,1.15,30.0,836.08151675,827.3098127162095,828.2191598093872,0.9093470931776437,98.95085540607481,99.05961837654596,0.10876297047116175,0.10991614981479439,1.863532082162385,0.22288880268592362,True,True,0.0
1.25,140.0,1.1,0.001,110.0,1.15,50.0,836.08151675,827.3098127162095,827.7889227681987,0.47911005198920975,98.95085540607481,99.0081596332812,0.05730422720640891,0.0579118057860578,1.8813818758049732,0.22502373729277556,True,False,0.0
1.25,140.0,1.1,0.001,110.0,1.15,75.0,836.08151675,827.3098127162095,827.3778348249292,0.06802210871967418,98.95085540607481,98.95899122864196,0.008135822567168858,0.008222084118202968,1.8845875743905696,0.22540715667490202,True,False,0.0
1.25,140.0,1.1,0.001,110.0,1.2,30.0,836.08151675,827.3098127162095,827.286184029618,-0.023628686591564474,98.95085540607481,98.9480292837269,-0.002826122347903761,-0.0028560868284623836,1.8324859250626153,0.21917550960650575,False,False,0.0
1.25,140.0,1.1,0.001,110.0,1.2,50.0,836.08151675,827.3098127162095,826.5234467777548,-0.7863659384547645,98.95085540607481,98.85680166577546,-0.09405374029933243,-0.09505096233211367,1.8377250964474947,0.21980214364635933,False,False,0.0
1.25,140.0,1.1,0.001,110.0,1.2,75.0,836.08151675,827.3098127162095,825.984732969465,-1.3250797467445636,98.95085540607481,98.79236849777722,-0.15848690829757703,-0.1601672948123369,1.8370153697675,0.2197172563876679,False,False,0.0
1.25,140.0,1.1,0.001,110.0,1.25,30.0,836.08151675,827.3098127162095,825.9311796297625,-1.3786330864470528,98.95085540607481,98.78596322046519,-0.16489218560961005,-0.1666404852519213,1.8017830444246685,0.21550327430135338,False,False,0.0
1.25,140.0,1.1,0.001,110.0,1.25,50.0,836.08151675,827.3098127162095,824.2830419806533,-3.0267707355562834,98.95085540607481,98.58883679007646,-0.3620186159983405,-0.36585698477561157,1.79695139258532,0.2149253818659208,False,False,0.0
1.25,140.0,1.1,0.001,110.0,1.25,75.0,836.08151675,827.3098127162095,822.9184566055858,-4.391356110623747,98.95085540607481,98.42562478888645,-0.5252306171883504,-0.5307994711444459,1.7968642591472026,0.2149149602220533,False,False,0.0
1.25,140.0,1.1,0.001,116.736,1.15,30.0,836.08151675,827.3098127162095,828.0482603734836,0.7384476572740368,98.95085540607481,99.0391778534056,0.08832244733079574,0.08925890227864916,1.9836114592770775,0.23725096411504631,True,False,0.0
1.25,140.0,1.1,0.001,116.736,1.15,50.0,836.08151675,827.3098127162095,827.5655029405718,0.25569022436229716,98.95085540607481,98.98143737915277,0.0305819730779615,0.030906224056840247,1.9994074263008277,0.23914024963413685,True,False,0.0
1.25,140.0,1.1,0.001,116.736,1.15,75.0,836.08151675,827.3098127162095,827.1698535285645,-0.13995918764499038,98.95085540607481,98.93411550872734,-0.016739897347454475,-0.016917385179498687,2.0004203821131687,0.23926140478373023,False,False,0.0
1.25,140.0,1.1,0.001,116.736,1.2,30.0,836.08151675,827.3098127162095,827.2226351770189,-0.08717753919063398,98.95085540607481,98.94042848747367,-0.0104269186011322,-0.010537471918097304,1.9534583027274701,0.23364447886862943,False,False,0.0
1.25,140.0,1.1,0.001,116.736,1.2,50.0,836.08151675,827.3098127162095,826.4462127637174,-0.863599952492109,98.95085540607481,98.84756404809227,-0.10329135798254195,-0.10438652355116547,1.9576738984263309,0.2341486875629261,False,False,0.0
1.25,140.0,1.1,0.001,116.736,1.2,75.0,836.08151675,827.3098127162095,825.9313264207494,-1.3784862954601067,98.95085540607481,98.78598077748373,-0.16487462859106516,-0.166622742081867,1.955919455406912,0.23393884641893825,False,False,0.0
1.25,140.0,1.1,0.001,116.736,1.25,30.0,836.08151675,827.3098127162095,825.9764162743415,-1.3333964418679898,98.95085540607481,98.79137377477991,-0.15948163129489368,-0.16117256454268386,1.923796458756466,0.23009675733947696,False,False,0.0
1.25,140.0,1.1,0.001,116.736,1.25,50.0,836.08151675,827.3098127162095,824.3484855746972,-2.9613271415123563,98.95085540607481,98.59666420794574,-0.3541911981290497,-0.35794657527266327,1.9191065895905168,0.22953582290043095,False,False,0.0
1.25,140.0,1.1,0.001,116.736,1.25,75.0,836.08151675,827.3098127162095,823.0073510848063,-4.3024616314032755,98.95085540607481,98.43625706306541,-0.51459834300939,-0.5200544663283404,1.9191689530014235,0.22954328191126389,False,False,0.0
1.25,140.0,1.1,0.001,125.0,1.15,30.0,836.08151675,827.3098127162095,827.7680749965558,0.4582622803462755,98.95085540607481,99.00566612382964,0.0548107177548457,0.05539185844317699,2.1299553949127246,0.25475451283652895,True,False,0.0
1.25,140.0,1.1,0.001,125.0,1.15,50.0,836.08151675,827.3098127162095,827.2489506912159,-0.06086202499363935,98.95085540607481,98.94357596934832,-0.007279436726483447,-0.0073566182895641215,2.1432367519856745,0.2563430370183069,False,False,0.0
1.25,140.0,1.1,0.001,125.0,1.15,75.0,836.08151675,827.3098127162095,826.8950267632524,-0.41478595295711784,98.95085540607481,98.90124469890722,-0.049610707167581675,-0.05013671378987995,2.141931254983965,0.25618689231524205,False,False,0.0
